,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,LABEL
Ransom.Cerber-0076b241a5510b85bd726c9be4c40c109063e704ca89b3299defa3e974023b1b,T14,E94,7D4,28F,797,D62,CBA,521,FB8,532,82B,2EB,75E,904,162,54D,17D,074,A08,C3A,77F,AC6,4F8,FD8,3.0
Ransom.Cerber-01325cf380fac0a30f87a94035a9c4837397c51242029413c5b76951e21aa6f8,T10,BB4,158,28F,BC7,D12,C76,460,FB9,532,83B,5EA,B5E,904,151,58D,23D,078,94C,D7A,2BF,983,5E8,FE8,3.0
Ransom.Cerber-01cfd614eb9bcd2cfb04f1c3ed7e6dfef5e96272b5e605b08a79836a191bdf7c,T1E,D14,8D8,3C6,9D5,253,44B,131,CBC,A73,C3A,27F,AAE,D04,2A1,59D,262,0B4,E4C,8AE,78F,DD7,5BC,59C,3.0
Ransom.Cerber-020b68cdb75d06999cb4fb11e6db4cf7c206922133eb96d74ceffdec2e39a9dd,T1A,BF3,2B8,2C5,9D5,653,44B,131,8BD,673,C3A,2BF,AAE,D04,3A1,48D,222,0F4,E4D,8AE,79F,DE7,5BC,19C,3.0
Ransom.Cerber-042815f730d78828bda1f32c7b0fb82b85f070770ebb0fbc784dd76cbae7ffdb,T1C,705,9B8,28F,7D7,D66,CB6,520,FB8,932,82B,2DA,75D,904,261,54C,17D,0B4,A0C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-04800bd6b0c7f2e6bc11515b67d6eb9b0e56e8e841e12e3a03c250f412de01e5,T18,294,898,28F,797,D56,CB6,520,FB8,932,82B,2EA,75D,904,261,54C,13D,0B4,A4C,D3A,77F,AC2,4F8,FD9,3.0
Ransom.Cerber-05171f2c1df973253c156402a2709adc869587aa5cdf2fb6793a47666585ed8f,T1E,4B4,6A8,28F,797,D52,CB6,520,FB8,932,82B,2DA,79D,904,261,54C,17D,0B4,A4C,D3A,77F,AC2,4F8,FD9,3.0
Ransom.Cerber-05f5015a014190ce42016124aff385b65ba506a5384d7767da4ec78b4628a862,T18,D34,CAC,3C6,9D6,523,847,470,DAD,932,83F,9FF,A5E,D04,291,58D,231,4B8,D4C,A6E,78F,9C3,5BC,AA8,3.0
Ransom.Cerber-08c368769ff51415ef8c727a432d864a79ac9bbffb3ff2bff49939a468f7304e,T13,224,CA8,7C5,9D1,593,44B,131,8AD,976,83F,2AB,A4E,D04,3B2,5CD,233,4B9,E4E,46F,78F,AC3,57C,2A8,3.0
Ransom.Cerber-0933ecf8a158cb9e9f1df73db1646705b11aa4e85e428471421028adb464ed9e,T16,B24,A5C,3C6,9C6,663,843,470,CAD,933,83F,5FB,A5E,E04,191,58E,275,478,D4C,9AE,38F,9D3,5B8,AE8,3.0
Ransom.Cerber-0938a6f02d0f429b52aea0d10cfe25341611db14ca200a907747b2fea7c18ba4,T12,3C4,7B8,28F,7D7,D52,CB6,520,FB8,932,82B,2DB,75E,904,162,54D,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-0a387c6d020486b21eb82e1715a98e141993aa574c3aaef586c32918db1190fb,T15,834,808,2C6,AC5,653,44B,131,DBC,972,83B,2AB,BAD,D04,2A1,58D,276,0B4,D4C,8AE,79F,DD3,4FC,6DC,3.0
Ransom.Cerber-0ba2f83c6871f0af2ef7b950a346763412786bc776ccd5a5e7cb0e6620cfad0b,T10,905,064,28F,7D7,D12,CB6,420,FB8,936,83B,6EA,79D,904,291,48C,23D,0B4,94C,D7A,77E,9D2,4E8,FD9,3.0
Ransom.Cerber-0c4f325444da21586451466de73396c57531fd4ce6699cbe1c9f70d5169ef628,T12,384,058,28F,BC7,D12,C72,460,FB9,932,83B,5EA,B5E,904,251,58D,23D,078,94C,D79,6BF,983,5E8,FD8,3.0
Ransom.Cerber-0ca1888e2e4e06eb8beb33fedebcf1b6ec214069b220eed839e3b6b792740f68,T11,C14,74C,3C6,DC5,263,847,471,CAD,533,83F,6BB,A5E,E04,291,59E,232,4B8,D4C,9AE,38F,9D3,5BC,5A8,3.0
Ransom.Cerber-0cfb5e263ca7a4f5b38cd79c111eeeb7cb6e2e3150fc07996fd7b74a739452e8,T19,964,5A8,28F,B97,D62,CB6,121,FB8,A32,82B,2EB,75D,904,161,54D,17D,474,A08,C3A,77F,9C6,4F8,FD8,3.0
Ransom.Cerber-0d235958f114d06e11a794168b11861c398b41017da01417a3bfb681c039a60b,T1F,484,D34,28F,BD7,D52,C76,021,FB8,532,83B,2EA,B9D,904,291,48D,23D,0B4,94C,D7A,67E,9D2,4F8,FD9,3.0
Ransom.Cerber-0d3b4ec3b6e427ae837a71989120906552fbe605e984090910008e451b1f8c85,T10,405,378,28F,BC7,D12,C76,420,FB9,932,83B,5EA,B5E,904,251,58D,13D,0B8,94C,D79,67F,983,5E8,FE8,3.0
Ransom.Cerber-0d6b4eaf82976a44e7ce1187f23f225271ac90fe5efe847151ba71a3aa6bf027,T1B,F15,CE8,3CF,797,C22,CB2,460,FB9,932,82B,AEA,74E,904,051,59D,13D,478,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-0ebc970ae1e63f2d14bae3c9a83ed525e3367edadc94810233e27e823b2ff724,T19,A15,7C8,28F,7D7,D52,CB6,521,FB8,932,82B,2DB,75E,904,162,54C,17D,0B4,A08,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-0f558ba4697d61c46936054466d2cdbc5fbfbca7e3a8f0597ed410324e2e49ed,T12,124,C8C,3C6,9C5,223,847,471,CAD,933,83F,AFB,A5E,E04,191,59E,272,478,D4C,9AE,38F,9D3,5BC,5A8,3.0
Ransom.Cerber-0f6c43dd0064f051f30b2b75ed021dbcede2cde2d3b7d9c02c5ee39fe0f3f366,T10,E04,60C,2C5,DD5,213,847,470,C6D,533,83F,AFB,A5E,E04,2A1,58E,232,4B8,D4D,9AE,38F,9D7,5BC,6A8,3.0
Ransom.Cerber-0f70bc3efdd6ed3ca8128efbeff47af71cfc8ca8664dd02a4d076862fb5b684e,T11,6E4,8A8,28F,797,D56,CB6,520,FB8,932,83B,2DA,79D,904,261,44D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-0fa8ea0abd202be397b840dbf6c2bc1cb741b7652ef0ef3fc14d32e583d7c3b0,T12,D04,5FC,2C6,DD5,213,847,471,C6D,532,83F,6FF,A5E,E04,2A1,58E,232,0B8,D4D,9AE,38F,9D7,5BC,6A8,3.0
Ransom.Cerber-0ff42f0e77f3f6ac4c15d31a92745187eb33f2e60917f501832d89aaa4804868,T10,7C3,B7C,3CA,D5A,563,C46,5A0,84E,632,91F,FFF,90F,A44,065,64E,232,47C,E8D,A7C,3CB,547,AB8,6E4,3.0
Ransom.Cerber-10629ac826eedf7cfb85c799526df0028ea265f8cc2a18426ed04d5b057f2bc5,T14,474,C34,28F,BD7,E52,C76,121,F78,532,83B,2EA,B9D,904,291,48D,23D,0B4,94C,C7A,77E,992,4F8,FD9,3.0
Ransom.Cerber-1073b1d899a1be5fae64af467b71d9fc408edaf226a4ff9eed5c16c0e7a01d19,T14,DD4,7B8,28F,797,D52,CB6,520,FB8,972,82B,2DB,75E,904,261,54C,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-11a8f3d2c6663aa4826a5e5d595487559a9cadfe80f563d6c26cc09d87b518cf,T1C,B34,A5C,3C6,9C6,523,847,470,CAD,932,83F,5FB,A5E,E04,291,59E,236,478,D4C,9AE,39F,9C3,5BC,6E8,3.0
Ransom.Cerber-11cc6abb39b931da07ec61731884368ed0659e6107003699bb0abbb306b39d2c,T11,454,6D8,2CF,BC7,912,C66,460,EB9,532,83B,5FA,B5E,904,191,58D,239,478,94C,D7E,3AF,883,5F8,FD8,3.0
Ransom.Cerber-1227d3bf60ae26e556592fa32fc6be735bee8cdb03f97c5c7e790fa0d4481333,T12,6B4,D34,28F,BD7,D52,C76,421,FB8,532,83B,2EA,B9D,904,291,48D,23D,0B4,94C,C7A,77E,9D2,4E8,FD9,3.0
Ransom.Cerber-12995d500c8d6e15306a1f62079d5e09b47fdd384a069456744a8cb005fb06d4,T1F,DB4,7B8,28F,797,D52,CB6,520,FB8,972,82B,2DB,75E,904,261,54C,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-12a304093fdae55a95a400c7acc7a9f1e8be024737be085e60f1c4af16b896d1,T12,374,28C,3CA,5D5,5A3,847,471,C99,D32,83F,9EB,A4B,E04,392,5CE,232,4B8,98D,66E,78F,6C3,17C,6B4,3.0
Ransom.Cerber-13a8005fcdc0eebd614b1822de6303391bc387d988ea878a2c169b164a7d0661,T13,8C4,8B8,28F,797,D52,CBA,530,FB8,932,82B,2DA,75D,904,261,44D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-13fbef0b91ed9778afe7bd4af7343e8fa3b637a121f2e48d73c41891ec44ce0e,T1B,B84,168,28F,BC7,D12,C66,460,FB9,532,83B,5EA,B5E,904,251,58D,23D,078,94C,D79,2BF,983,5F8,FE8,3.0
Ransom.Cerber-16167df33f43404ad966bcee75246535f74d4d0f0e9b306915454d9256d6c1b4,T17,3E4,BEC,2CF,787,C22,CB2,460,FB9,932,42B,AEA,74E,904,051,59E,13D,478,948,E79,7BF,583,5E8,FE5,3.0
Ransom.Cerber-163ea25a2e841d390e71d3f55261f0636551b195cc4999162c3a15e9d2373178,T1E,704,FAC,3CA,9C6,472,C43,5A0,CDD,932,82F,AFB,A0E,A04,055,69E,275,43C,D8C,A7D,7DB,587,5F8,AE4,3.0
Ransom.Cerber-16abdeb62470eac8521911447a8e1c276d1161b456525729584770b0875060e9,T13,634,B7C,3CA,9C6,523,847,470,CAD,932,83F,5FB,A5E,E04,191,59E,235,4B8,D4C,9AE,39F,9C3,5BC,6E8,3.0
Ransom.Cerber-16d611729f203122c195c7408554fc0baff9ab3dc88ccbfff4923a85130f758b,T1A,974,9D8,2CF,787,C22,CB2,460,FB9,932,42B,AEA,74E,904,151,59E,13D,478,94C,E79,7BF,583,5E8,FE4,3.0
Ransom.Cerber-172c7884b0462facf2eee5b242bb97f27ec361d76bf22d6669d46eb673fad237,T15,FC4,C34,28F,7C7,E52,C76,531,FB8,572,83B,2EA,B9D,904,291,58D,27D,0B4,90C,C7A,67E,9D2,0E8,FD8,3.0
Ransom.Cerber-173be42221b44c1801a20e244793ec5c8b37450e54593b27e796f39b06db85df,T1A,114,73C,2C6,DC6,613,847,470,C6D,533,83F,6FB,A5E,E04,291,58E,232,4B8,D4D,9AE,39F,9D3,5B8,6E8,3.0
Ransom.Cerber-194e955b852918d2f12fede9640a696dba2cccebca2d2c5a2a7bbcf6418d3e10,T14,E93,D18,2C6,9C5,213,40B,532,C78,4B3,C3B,6BB,BA9,D11,3A1,4DE,271,5F5,D4D,9CE,68F,AE3,2BD,258,3.0
Ransom.Cerber-1a450e2ad7d63f1bc756407aff1b2ea6d9306c40c36ace1dcf0b1da5a0243696,T1B,6C4,8B8,28F,797,D16,CBA,530,FB8,932,42B,6DA,79D,904,261,44D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-1a928db4407f9fc8006cd0091a8c26f5a58ba0e4a9de49f27bfe9c7386cdcf2f,T1B,D34,A4C,3C6,9C6,523,847,470,CAD,933,83F,5FB,A5E,E04,291,59E,236,478,D4C,9AE,39F,9C3,5B8,6E8,3.0
Ransom.Cerber-1b6ecc81dce461b62cc72ff46e76867cab4a0183eaa8fe3af0767c20fb590999,T15,C84,F28,28F,BC7,D12,C72,460,FB9,532,83B,5EA,B5E,904,151,58D,23D,478,94C,D7A,2BF,983,5E8,FE8,3.0
Ransom.Cerber-1bdeca1eba0406e8fbf8a36a1b13df384af0efff20e4813a67a0e41f4cc1596e,T11,854,6B8,28F,7C7,D52,C7A,520,FB8,972,82B,2D6,75E,904,162,54D,27D,0B4,90D,C7A,7BF,AC2,4E8,FD8,3.0
Ransom.Cerber-1c2a12b1f1035403e757786b2909bc3115a28e480d4e02dc865ccd8220cd6e6d,T1F,F44,3D4,2CB,BC6,A53,866,131,EB8,572,83B,1EB,B9D,D04,291,59D,239,0B4,94C,C7E,76F,9D3,0F8,BD8,3.0
Ransom.Cerber-1c6c983d3f0aefbac38467a4b0fc200226d8fa398ec4d7fad64ac7dfdc11bcae,T17,274,158,28F,BC7,D12,C66,460,EB9,532,83B,5EA,B5E,904,191,58D,23D,078,94C,D79,3BF,983,5F8,FE8,3.0
Ransom.Cerber-1d31d718f05435b5109aeb288d33e435c43cdf2a8325a04b47b9ca9234e75515,T1A,B34,908,2C6,AC5,653,44B,131,DBC,933,C3B,2AB,BAD,D04,2A1,59D,276,0B4,D0C,8AE,79F,DD3,5BC,69C,3.0
Ransom.Cerber-1dd1ac119f657a281b42916173f9a1770b3e1f5a6394bdb61154446e51953fb2,T14,015,288,28F,BC7,D12,C76,420,FB9,932,83B,5EA,B5E,904,251,58D,23D,0B4,94C,D7A,67F,983,5E8,FD8,3.0
Ransom.Cerber-1e620ce8e4452d91e4a153c4f5e45423d00f9aba85b3de4f6846b68fbffff07d,T12,C24,A7C,3C6,9C6,663,847,470,CAD,933,83F,5FB,A5E,D04,291,58E,272,478,D4C,9AE,78F,9C3,5BC,6A8,3.0
Ransom.Cerber-1e76c232055cae480be5d44d2f7d06ac09a1e80cb38e5395104249e5f24aa715,T16,544,364,2CB,AC6,953,866,131,EBC,572,83B,1EB,B9D,D04,2A1,58D,279,0B4,D0C,87E,76F,9D3,4F8,BD8,3.0
Ransom.Cerber-1e8082ed6be11b1cee0e3d094f961639990f24568e91807a9d4f878f5cb15165,T15,1E3,839,2DA,5CC,61A,C8A,230,E68,C72,E36,45F,BED,D00,391,1DA,661,0F4,84E,1DF,31E,FE6,53D,66E,3.0
Ransom.Cerber-203bf8bbe2b6df731e88e744f7e613e13843029d7b65f23dca6c94249368f962,T1E,D04,5EC,2C5,DD5,213,847,471,C6D,533,83F,AFB,A5E,E04,2A1,58E,232,0B8,D4D,9AE,38F,9D7,5BC,6A8,3.0
Ransom.Cerber-20f711715a0ca28e710a35346b9b963e8ddc09fce4e28776d6870487edc49a00,T1F,B94,A34,28F,BC7,E52,C76,121,FB8,572,83B,2EA,B9D,904,291,54D,27D,0B4,90C,C7A,77E,992,4F8,FD8,3.0
Ransom.Cerber-21ecadfa554fb0e8695f3a13e189499f4d0373f648eccad6bc2570fa13423b60,T18,5B4,D44,28F,BD7,D52,C76,421,FB8,532,83B,2EA,B9D,904,291,48D,23D,0B4,94C,C7A,67E,9D2,4F8,FD9,3.0
Ransom.Cerber-21f2565240d0856e06f55c2a89b50313ca24537cbed58820660c50ab64d6beac,T18,504,41C,2C5,CD5,213,847,471,C6D,533,83F,AFF,A5E,E04,2A1,58E,232,4B8,D4D,9AE,38F,997,5BC,6A8,3.0
Ransom.Cerber-2203c57321b9a239d6559a02e909eb233ec450393466cc7384f2f61bbdfe3587,T1F,DD3,AAC,3C6,D9A,563,C47,5A0,85E,A32,92F,EFB,90F,A04,061,65F,232,47C,D8D,A7C,3CB,547,9B8,6E4,3.0
Ransom.Cerber-23d400e21925fb659e5b3761bef7c450a48c83a555c87eb50a57ced6628f5dcd,T1F,BB4,278,28F,BC7,D12,C76,460,FB9,932,83B,5EA,B5E,904,151,58D,23D,078,94C,D79,2BF,983,5E8,FE8,3.0
Ransom.Cerber-23dae2580064ff4825b4aed92696132abc0148d91695eaba1eee7c369982f915,T1F,974,AF8,3CF,797,C22,CB2,460,FB9,932,82B,AEA,70E,504,151,59E,13D,478,948,E79,3BF,583,5E8,FE5,3.0
Ransom.Cerber-242f206060ca19c8dc899e3b4808250568663ea1e0042fffedbc5c3cb69148c6,T18,1A4,CD8,3CF,797,C22,CB2,460,FB9,932,42B,AEA,74E,904,151,59E,13D,078,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-2437de235e6114d3e88b65887eae81b340b2b06718ae656cfee4575c8ee89364,T1D,A33,E68,FC2,3C0,1A2,85D,933,CB2,879,5AD,243,D92,D5C,663,B09,571,9ED,4CD,869,2DF,FCA,4A8,7E3,3.0
Ransom.Cerber-249b206266ddbabc0f289a69c50a70c82891a81b116822992090922ba49d0b04,T1F,754,798,28F,7D7,D62,CB6,520,FB8,932,82B,2DA,79D,904,261,44D,17D,0B4,A4C,D3A,77F,9C2,4E8,FD9,3.0
Ransom.Cerber-25a9f6812dec544f638e4c0f2fa16d15c110c90a46ff1fc77f556613cc33c295,T1C,634,A4C,3C6,9C6,523,847,470,CAD,932,83F,5FB,A5E,E04,291,59E,236,478,D4C,9AE,39F,9C3,5BC,6E8,3.0
Ransom.Cerber-25d4c4dae709fec349cec194bd43395a40b32e4c3b5e2285f9d1d1d31d6a9f3e,T18,7C4,798,28F,7D7,D52,CB6,520,FB8,932,82B,2DA,75E,904,261,54C,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-25e7fbbf94587a00843e9c844aa55620a00f5ff9efa7bb1810dadd859db2655e,T1F,B34,A4C,3CA,9C6,563,847,470,CAD,933,83F,5FB,A5E,E04,191,59E,232,478,D4C,9AE,78F,9C3,5B8,6E8,3.0
Ransom.Cerber-26887a4cc481b50e484cfd5de23eb5a5cb1fe8cf8064f696f940e9a4640dfbdb,T1B,AE4,158,28F,BC7,D12,C76,460,FB9,932,83B,5EA,B5E,904,151,58D,23D,078,94C,D79,2BF,983,5E8,FE8,3.0
Ransom.Cerber-26bdfaa1644cc3627fd1d27be3b0b280a633dfda49aed0d38c57bdd06755457e,T1D,994,A24,28F,BC3,D52,C76,121,FB8,532,83B,2EA,B9D,904,2A1,55D,27D,0B4,90C,C7A,77E,992,5F8,FD8,3.0
Ransom.Cerber-26d7ad85d69ec037a06462819ee92914369f2036ebc8d27e62cb04877289b108,T10,884,BD8,3CF,79B,C22,CB2,460,FB9,932,42B,AEA,74E,904,151,59D,13D,078,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-26e87cf8e8520cc4cf065040c999eeb506d1a81a6f20fc93ac0b44f03baf3ce7,T1F,A14,72C,3C6,9D5,223,847,471,C6D,533,83F,6FB,A5E,E04,291,58E,232,4B8,D4D,9AE,38F,9D3,5BC,6A8,3.0
Ransom.Cerber-293fb376819326d65e8151d19f496ec456278770eaf8c2689030262bc79bb346,T17,453,46C,3CA,D5A,523,C02,890,89E,632,51F,EFB,A0F,B44,565,99F,132,43D,99D,BBC,3DB,147,A78,2B1,3.0
Ransom.Cerber-29a7986d9eedaa8cb2b2e825d08e941141ec6f7932125a717f8bcc1d7d92d693,T14,3E4,8C8,28F,7D7,D56,CB6,520,FB8,931,82B,2DB,79D,904,262,54C,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-2b6b09a69ba17384141d304cc2d1f370f5a78cedbb16f1b3bb7e99c441d43297,T1A,3E4,388,28F,797,D16,CB6,430,FB8,936,82B,6DA,79D,904,261,48D,13D,0B4,A4C,D39,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-2bd8d6a48b0093b5f7832cc79ec0641d6c57e03f5bdfbe18540162fce200d600,T1C,544,B08,2CF,787,C22,CB2,460,FB9,932,42B,AEA,74E,904,151,59E,13D,478,94C,E79,7BF,583,5E8,FE4,3.0
Ransom.Cerber-2c4ca6eeec12350becd0a46276453cfb87a0582d4853cfb012ba923488560999,T1D,CC4,6B8,28F,7D7,D56,CB6,520,FB8,932,42B,6DB,79D,904,261,48C,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-2ce248d03b9b09b5da793d3fbe0750de96baf231d2a6a2f94b6ab550a8fffdfb,T1B,B94,388,28F,793,D52,C7A,131,FB8,572,82B,2EA,75E,904,261,54D,17D,0B4,A4C,C7A,77F,AC2,4E8,FD8,3.0
Ransom.Cerber-2d0a0b404aab8144ac7531077b15e81c636bb81ce1d4e0809f6bfbe110923341,T16,F14,8E8,3C6,9D5,263,44B,131,CBC,A73,C3A,27F,AAD,D04,2A2,59D,262,4B4,E4C,4AE,78F,DD3,5BC,59C,3.0
Ransom.Cerber-2d17c62fadef03b0ca3259573b37af8ccc9baf180a102e6cdbc5c1d486573e4b,T17,9B4,E28,28F,BC7,D12,C76,460,FB9,532,83B,5EA,B5E,904,191,58D,23D,078,94C,D7A,2BF,983,5E8,FD8,3.0
Ransom.Cerber-2d19aaf8d9ebf9b6cefb6b0f19c745a9d7c1909e1500acd358ad99b19f901842,T18,B05,7B8,28F,797,D52,CB6,520,FB8,932,42B,2DB,79E,904,261,54C,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-2d7ef6ec1ea2bdfb66cb45fcc98eaf8bfd73fe6b165043b458dd036dd049da78,T14,DF4,248,28F,BC7,D12,C76,420,FB9,532,83B,5EA,B5E,904,191,59D,23D,078,94C,D79,2BF,983,5E8,FE8,3.0
Ransom.Cerber-2e734129b808cbf446d84e1fd2cbf0500180a0917dad3b2548b42c28802ed511,T1E,3A4,A44,28F,BD3,D52,C76,121,FB8,572,83B,2EA,B9D,904,2A1,54D,27D,0B4,90C,C7A,77E,992,4F8,FD8,3.0
Ransom.Cerber-2f696fa191d8d97dd85c6a7fcc16c1f73e6f0b575449bd06547e4fa1e2483b98,T11,964,718,2CF,AC7,913,C66,470,EB9,532,83B,5EA,B5E,904,251,58D,239,078,94C,D7D,3AF,983,5F8,FE8,3.0
Ransom.Cerber-2fa6374d4fe1a94309622d26dc8ea6ed13e7e204d17ec33b42ae0e067ed547bf,T1A,DB4,D44,28F,BD7,D52,C76,421,FB8,532,83B,2EA,B9D,904,291,48D,23D,0B4,94C,C7A,67E,9D2,4F8,FD9,3.0
Ransom.Cerber-30f65794790bdf371b46225ca2e3c0d4cbc0f55dd894480b390e739c841efa04,T1C,EA4,DF8,3CF,B97,C22,CB2,460,FB9,932,82B,AEA,74E,504,051,59D,13D,478,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-312c6298d748acf06e5396f28a8c10c3815553049e9dc4482e6b5ee41e6fd30a,T15,704,51C,3C5,CD5,213,847,471,C6E,533,83F,AFF,A5E,E04,291,58E,232,4B8,D4D,9AE,38F,997,5B8,6A8,3.0
Ransom.Cerber-333e881bcf062e4688d537545618f29507bfcc3ee6e7730f25954d1d061b4c38,T12,2F3,2CC,3CB,99A,573,C43,560,C9E,932,42F,AFB,90E,A04,451,69E,272,43C,D4C,A7D,7CB,587,9F8,AE4,3.0
Ransom.Cerber-334d83b447049460ab682a6d2649f9c4ae688a162632423c244c76d50bee1396,T18,015,8D4,28F,797,D62,CB6,520,FB8,972,82B,2DB,75E,904,162,54D,17D,0B8,908,C3A,77F,AC6,4F8,FD8,3.0
Ransom.Cerber-336f4eb10d2cc9053cf1c3444c5d931e1c7587413f63bbbfa413b3b1baadad77,T14,B74,698,28F,7D7,D62,CB6,520,FB8,932,82B,2DA,79D,904,261,54C,17D,0B4,A4C,D3A,77F,9C2,4E8,FD9,3.0
Ransom.Cerber-33a960ff927cffc5a1b3e70d2c1ccc3147f651a112764b4873d54d8b9fbf1bab,T1C,574,AE8,3CF,797,C22,CB2,460,FB9,932,42B,AEA,74E,904,051,59E,13D,478,948,E79,7BF,583,5E8,FE4,3.0
Ransom.Cerber-33dacf97583db22a210c45667ee4d79a23a48828e83ab5ef8965239485987473,T1B,E94,7D4,28F,B97,D62,CBA,521,FB8,932,82B,2EA,75E,904,161,54D,17D,074,A0C,C3A,77F,9C6,4F8,FD8,3.0
Ransom.Cerber-3487c3cffe5cae0f8a6faa057d7a7ab872cebf61f149767e1d49269815fef828,T1B,104,288,2C6,9D5,253,44B,131,CBD,573,83A,27F,AAE,D04,3A1,58D,322,0B4,E4D,4AE,78F,DE7,9BC,69C,3.0
Ransom.Cerber-34d1334698404c1d093885465a21341912bceb7041e531bac1573454d6a99400,T1E,5E4,8C8,28F,7D7,D52,CB6,520,FB8,972,82B,2DB,75E,904,162,54C,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,3.0
Ransom.Cerber-376ab7022939f9116cbd9c19c1cbf4aa0cad35428d41972176e4079e620d77d3,T1F,2C4,7C8,28F,7C7,D52,CB6,530,FB8,972,82B,2DA,75E,904,262,54D,17D,0B4,90C,D3A,77E,AC2,4E8,FD9,3.0
Ransom.Cerber-37ae897b18529a62d1b80db3b2ca4dfe0639d71f2d7b226021f3d80a926041b0,T1B,704,7C4,39A,CC3,116,107,331,96E,272,833,6BB,7BD,945,2D0,84E,6F5,AB8,8BD,D5D,38F,893,2F8,6D6,3.0
Ransom.Cerber-37c26dd7616415d0080dba5e6a990e4037396ec96bd373f8f17170a29700205d,T1B,414,73C,2C6,CD5,223,847,471,C6E,532,83F,6FF,A5E,E04,291,69E,332,0B8,D4D,5AE,38F,9D7,5B8,5A8,3.0
Ransom.Cerber-38cece918018a9ab2de71ed1d056c52cf333ac94c6bb910e8d07d39ae00c2d0c,T16,054,8E8,28F,B87,D62,C72,560,FB9,932,42B,AFA,70E,A04,051,55E,17D,438,948,E79,3BF,583,5E8,FE4,3.0
Ransom.Cerber-39023c6740e22cd5716624be1ecd301432950cce80defa0291d1160d4a1a6196,T16,535,E44,28F,7C7,E12,C76,431,FB8,572,83B,2DA,BAD,904,291,49D,23D,0B4,94C,D7A,67E,9D2,0E8,FD9,3.0
Ransom.Cerber-3ad31ff9f2b521550085ac82530970c6b9ba5422b3f945f0f1e17ae7f67f6af7,T11,EA4,A34,28F,BC7,E52,C76,121,F78,572,83B,2EA,B9D,904,2A1,54D,27D,0B4,90C,C7A,77E,992,4F8,FD8,3.0
Ransom.Cerber-3b6b6c7b2bb69372f6e86de21cd43b4cb80d768e9a48cf02979b50c601a6184b,T16,534,A4C,3C6,9C6,563,847,470,CAD,932,83F,5FB,A5E,E04,291,59E,232,478,D4C,9AE,78F,9C3,5BC,6E8,3.0
Ransom.Cerber-3cdbce29dfbee605cf99713e1a9c0f9289e2b289238240c1d4ea1f10646a5974,T15,3C4,268,28F,BC7,D12,C76,460,FB9,532,83B,5EA,B5E,904,251,58D,23D,078,94C,D79,2BF,983,5E8,FE8,3.0
Ransom.Cerber-3d090a49182cc925ba90dd697213b5ab9d0a016ddf60d7f7806cd5de632f2c1d,T15,8D3,EDC,3CA,D5A,163,C46,5A0,89E,A32,91F,EFB,90F,A04,061,59F,132,47C,D8D,A7C,7CB,547,AB8,6F4,3.0
Ransom.Cerber-3d5b864d6a48bb092ad585d6790eb6a3812ca1baa99657491c86152bd24c146f,T16,314,64C,3C5,CD5,213,847,470,C6D,533,93F,AFB,A5E,E04,291,58E,232,4B8,D4D,AAE,38F,997,5BC,6A8,3.0
Ransom.Cerber-3eaab84bdc3ece537203e0bb0314977d88f1b83e815ab316f7953f6cf17342df,T12,AE4,CD8,3CF,B97,C22,CB2,460,FB9,932,42B,AEA,74E,904,051,59D,13D,478,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-3f261fc5098cdd5c8debeb0f492cfcb1d92c2255fcc472633244fc974ba3a93f,T11,AF4,9C8,3CF,79B,C22,CB2,460,FB9,932,42B,AEA,74E,904,151,59D,13D,078,948,E39,7BF,583,5E8,FE5,3.0
Ransom.Cerber-4006e1271c94c78a378d833ed633edf3a01f75709830bb05934e36cd0b669b26,T10,CF3,278,2C6,9D1,253,44B,131,87D,673,83A,2BF,AAE,D04,3A1,58D,322,0F4,E4D,4AE,79F,DE7,9BC,59C,3.0
