,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,LABEL
Packed.Generic.493-50efa040a535a22a75b48df90882b2d59a4fb2677667f04ec80c2f6215f04f78,T1,22,84,6C,42,8F,B9,7D,62,CB,A1,21,FB,89,72,82,B2,EB,75,D9,04,16,15,4D,17,D0,74,A0,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.493-52c2f7f94dae8f30e470e8948b5c821283768164e058aafb36afbe5d3bbd3444,T1,AC,53,14,C7,9B,5C,72,56,18,73,B1,0D,F1,70,E1,6A,D3,36,32,89,08,68,6A,1F,AD,BE,46,BD,4C,6E,E3,43,2D,47,E2,2.0
Packed.Generic.493-52fcbef50ebd687d4b69ba7ee2274702041d66df099abeb38df99d2f3188f2da,T1,22,D4,79,82,8F,79,7D,52,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-56a94308a99e2024aa0deee532b983c57352ecbf437bbc8c052c76a23b759a7d,T1,C8,44,7A,82,8F,B9,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-58a9d4574ef2c47b2e59572b992363ec718785d09b4ba8ed315ee25170335392,T1,2A,94,79,82,8F,79,7D,52,CB,A5,20,FB,89,32,83,B2,DA,75,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-58f5f7ec26e7cd8d7d64ca044f180bd08cc2af7212003c1d1eefcaaa07d9b3f0,T1,21,52,45,89,C7,2D,77,C2,48,99,31,4E,80,91,47,D2,43,B9,39,C8,66,BE,D8,13,20,DF,C5,A0,8F,BF,A7,D1,45,E3,BA,2.0
Packed.Generic.493-5a63f57b7007a44e8ed2a31204cbf3aa86d42fb977ff1e7917b8ab69fca88f37,T1,E9,84,9E,83,CF,79,BC,22,CB,24,60,FB,99,32,42,BA,EA,74,E5,04,05,15,9E,13,D4,78,94,8E,79,3B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-5c20cdb1f5190694d5a6b05a347ab5c0ffc0215be8b1962c06ea8aad603dd2a7,T1,FD,64,69,82,8F,79,7D,62,CB,65,20,FB,89,32,82,B2,EA,75,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4F,8F,D9,2.0
Packed.Generic.493-5cf166a29fbb1d82f5d4d8e0196a87503c587147273d0e596f2dcf1fae81deb4,T1,D6,24,D9,87,C5,5D,15,D3,04,B1,31,CA,99,76,83,F2,A7,A4,EE,08,3B,25,CD,23,38,B9,94,E4,6F,78,F6,C3,5B,C6,A8,2.0
Packed.Generic.493-5dbaf2120433a98f462bfb6e8d7ddaa6519aebc39c7ab6eff2d73ac8954ca16c,T1,B8,34,5A,82,8F,B9,7D,62,CB,61,21,FB,8A,32,82,B2,EA,75,D9,04,16,15,4D,17,D4,74,A0,CC,3A,77,F9,C6,4F,8F,D8,2.0
Packed.Generic.493-5e7e1ca8f3abc55fa590dcecbda896a1e04c8f2fcc5a06fc685677f133f3678f,T1,40,83,A0,C7,5F,2C,66,9B,49,72,B1,0C,F1,70,E1,6A,D3,32,32,89,0C,68,6B,1F,69,BD,46,AD,0C,6E,E7,83,5E,47,D2,2.0
Packed.Generic.493-5efcc3c0c6e3a395f8e4366b279143a2e001fcdecf33a8de61139899633def33,T1,75,94,79,82,8F,7D,7D,16,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-5f32c13db984afbe7d236d5d18384800d274ea3f349dbd3cf7754c2010997712,T1,E5,22,30,C8,C7,3C,73,95,0E,4A,65,4A,90,A0,9E,93,93,B9,36,CC,42,BF,90,23,15,9F,D0,74,9E,BF,17,84,5E,B3,AB,2.0
Packed.Generic.493-5f404690f38c5ed079692d8e01e0fdb262e2172639a1ef87afa219fd44b4b6ff,T1,88,C4,6A,42,8F,79,7D,62,CB,65,21,FB,86,31,82,B2,EB,75,E9,04,16,25,5C,17,D0,78,90,8C,3A,7B,FA,C6,4F,8F,D8,2.0
Packed.Generic.493-5f51de6d66ff50454f41d0b1037245bb781f21269da1f1e493ce301a9a796842,T1,93,54,8D,C2,CF,78,BC,22,CB,24,60,FB,98,32,42,B9,E6,74,EA,04,15,15,9E,13,D4,78,84,DE,79,6B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-5f697850babc61db3554d9150c14cf183da6d3215445a9974bda0b3fd1377059,T1,68,E4,7B,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-5f7bfa1eeb0ebb08e89ff481ca5cf9307439fb9666593d565d6b104fe021d956,T1,61,54,8A,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-62c4b3af788dc2d6ab32850a170767a1664f4fca1f1a6180c927068d8811e8c8,T1,2C,14,E6,83,CB,7D,69,62,89,61,30,EB,C9,32,83,B2,EB,79,D9,04,26,15,4D,17,90,B4,E4,C9,3A,76,F9,C2,4F,CF,D9,2.0
Packed.Generic.493-62d58957b8a7b585303d69b4169b7131bf8356d82ac09a0509d4c330b1d85c47,T1,CF,84,79,82,8F,79,7D,52,CB,65,30,FB,89,32,82,B2,DA,79,D9,04,26,14,8D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-63cf1c73ae1154149a10033329b0363e6a1186b1e3b4daaf77455ab7b0126c5b,T1,6C,34,5B,82,8F,B9,7D,62,CB,61,20,FB,89,32,82,B2,EA,75,D9,04,16,15,4D,17,D4,B4,A4,CC,3A,77,F9,C6,4F,8F,D8,2.0
Packed.Generic.493-63f287ace70e6906433bd7b6ca16ff37d8045f63593841c61d33ae6adc6cdb8b,T1,A8,F3,E6,83,C7,AD,65,63,48,A1,30,DB,CA,32,83,E2,EB,A9,DD,04,26,15,4D,27,54,B4,E4,C8,7E,79,F9,C7,4F,CA,D8,2.0
Packed.Generic.493-64ab2ab1d600ed9de01935b3a91e6d8c9609768c98c85a8a6e28dc5e8168d956,T1,AC,94,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,83,B2,DA,75,E9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-65fa5a47503e317a9449dd2ed71e1f2a8f2d29a8c54e1ebd6a120e5acfd8874e,T1,EC,E4,69,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-6aa15158821ba298941a916043008720e70b1caa796fcbcd091ab476481be71d,T1,69,35,BE,C2,CF,78,7D,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,05,15,9E,13,D0,78,94,8E,79,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-6b93b3fd21b1e4357503cec2271d658534840e056005682ffd1229895a5d12ff,T1,A3,74,79,82,8F,79,7D,62,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-6d02a459e5d3d27b1fb4a9c67e0c4649f32b49ac1b3244580d2d701622a893c6,T1,45,C4,80,83,8F,B8,7D,22,C7,24,61,FB,99,32,82,BA,EA,70,E6,04,05,15,5E,17,D4,38,94,8E,79,7B,F5,83,5F,8F,E4,2.0
Packed.Generic.493-6f6eec292b63ae8a41515c67959dc12388c3e2b65bb678438fd7c856e50fede0,T1,69,44,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,EB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-73cdaf9d721e438398a5f3daa944fae7bf7415b16516e13e87eb78bc087e5c4e,T1,E7,54,68,82,8F,79,7D,52,CB,A5,20,FB,89,32,83,B2,DA,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-73e941870b2047b13950b3cd20cbd6b4bb0ef9aeff648635b89ed31b2267e628,T1,49,84,9E,C3,CF,78,BD,22,CB,24,60,FB,98,31,42,B9,EA,74,EA,04,05,15,9E,13,D4,78,84,9E,79,6B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-77a211120819b04e082589bb1b0d20f969bfa9bbb5b9d1d6c82808bc8b69f40d,T1,C1,53,35,C7,9B,5C,32,96,18,73,B1,0D,F1,70,E1,6A,D3,36,36,89,08,68,6A,1F,AD,AE,46,BD,0C,7E,E7,43,1E,47,D2,2.0
Packed.Generic.493-77cca64dc472e64e9eee5cbf83d8c39dc1e364595a33797e71e0baeb48e02d3f,T1,50,64,79,82,8F,79,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,F9,C2,4F,8F,D9,2.0
Packed.Generic.493-77f1fd82f978b6eb165edff0fc7b78231c6b95d3beebc40c1f59c3a43f914eca,T1,B2,E2,D6,42,85,EF,52,A3,49,92,25,CE,DB,B1,E5,43,BF,35,DB,04,17,34,A4,07,68,A5,F0,90,3E,74,BF,CD,E3,62,AA,2.0
Packed.Generic.493-79b0f725f00939beac33293ada4b02f1269e3ff271bcbcea996045ee93f0c523,T1,9A,74,8D,82,8F,B8,7D,22,C7,25,60,FB,99,32,82,BA,FA,70,E6,04,05,15,5E,17,D4,38,94,8E,79,7B,F5,83,5F,8F,E4,2.0
Packed.Generic.493-7b31010e1d33cec7059470b4721d1bbbf6ce8a73dd01bb723f9180e826b73873,T1,48,C4,A1,E3,DA,1C,D2,2B,C8,E2,30,E6,9C,B6,E3,A4,4A,BD,DD,00,35,04,DA,1A,10,F4,54,E5,8F,36,EF,C6,57,D9,69,2.0
Packed.Generic.493-7c11b4bf266ab735d62ec3f1c78cfeed4991051d3edbafdfdad6a1bc3d587a03,T1,1C,F3,07,83,C7,AD,65,63,48,A1,31,DB,CA,32,83,E2,EB,69,D9,04,26,25,4D,27,54,B4,E4,C8,3E,79,F9,C7,4F,CA,DC,2.0
Packed.Generic.493-7ccf195df618283a899565643fc3a08ffe13442f0398ad4f6e6b515c1bb6ce1d,T1,2B,E4,CF,83,CF,78,BD,22,CB,24,60,FB,99,32,42,BA,EA,74,E5,04,05,15,9E,13,D0,78,94,8E,79,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-7dd2b329c68904eab12a25be16e0cf679ef9c6a3dbf1730a6e92bed72382af92,T1,F6,94,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,83,B2,DA,75,E9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-7df2e9d0948595f79fe182f5862b9331cb407a461f7ec7991d903947adb98abb,T1,33,E4,69,82,8F,7D,7D,56,CB,65,20,FB,8A,32,82,B2,EA,75,D9,04,26,14,5C,17,D0,B4,A0,8D,3A,77,F9,C2,4F,8F,D9,2.0
Packed.Generic.493-7e9b5663abacc7c59f2cfc4230ae0f19b36aca106d2e0acd60fa0f5c8076f985,T1,EC,D4,3D,93,8F,78,BD,16,C7,A1,20,F7,98,72,92,B8,DA,74,D9,00,24,04,9E,17,D4,F4,04,AE,BD,2B,DA,C3,5E,9F,E5,2.0
Packed.Generic.493-7ef9d9a8240d74a37818cfa08d6d1a8b974b0b4135a2e2f44f731ddbfc2bef2f,T1,F0,E4,7A,82,8F,7D,7D,66,CB,65,20,FB,89,32,82,B2,EA,75,D9,04,26,15,4C,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-7fc989e415ae21e1a85307afbd7ac80d195ff3ea802a56f4aa13d924720c4e01,T1,89,B4,68,82,8F,79,7D,16,CB,A4,20,FB,89,36,83,B6,DA,79,D9,04,26,14,8D,13,D0,B4,A4,CD,39,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-7fd8cd9a4f8933c2ef2a24b53f2226587364bafce1c6d491c3897266f0a84fb7,T1,4E,F4,89,82,8F,79,7D,56,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-82f01ed429f39c77d7e5a9f9e55c85c690c32e6ca2cc40b207c61e15d12ca55d,T1,4F,F4,69,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-85bb1996ee3a4e1d9f8597bf78b4dcddd30336c999765daea2f51ad3a667343f,T1,96,94,5D,C2,8F,B9,7D,22,C7,64,60,FB,99,32,92,BA,FA,70,EA,04,05,15,5E,13,D4,38,94,8E,78,3B,F5,47,5E,8F,E4,2.0
Packed.Generic.493-86ba81d92290dab5123f04c55eeb43b5fb8ce7b8aad2c0e9b0cb36d42a791cf8,T1,1A,54,79,82,8F,79,7D,52,CB,65,30,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-88eb366002e9ca303488a42903eb58c6dc47ec1f27c77a63a429e8dc0ea99c18,T1,38,74,B6,D3,DA,4C,D1,27,C8,B5,70,D5,9C,72,93,F8,AA,B9,AE,00,34,04,9F,1B,24,F4,08,E6,9E,39,EE,C3,56,D6,B5,2.0
Packed.Generic.493-8a4d99decbbd619f89c4a0bc673c32d6824093d7e02deed9dd64b2cbd69eee7d,T1,37,94,79,82,8F,79,7D,52,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-8a5d490786e837ee4de0cf50fc9ba02df877c9f8eabdae38c1f72c38dab37c7e,T1,3D,A3,B3,C7,1F,2C,66,9B,49,72,72,0D,F1,70,D1,6A,D3,32,32,99,0C,68,6E,1F,69,BD,46,AC,0D,6E,EB,83,1E,47,D2,2.0
Packed.Generic.493-8a9845aa491f3a87a85c9e9b967c46102df9af5e5a320c6d1b946942a9c5c7f2,T1,64,64,7B,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-8ac49377dc8eddcc0cb6f1bfcc8a1e41c4219c5b3788d1e883b89cb9d7eddb90,T1,F1,43,E3,C7,9B,5D,32,56,14,33,B1,0D,F2,70,A1,6A,D3,36,36,89,08,68,6A,5F,AE,BE,46,BD,4C,7D,E3,03,2D,47,E2,2.0
Packed.Generic.493-8ae7824703c8d5ff5784899f3fd20fc0da45dd1c277971fa201143c48051f472,T1,E4,C4,7B,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-8b849a098aeb43cd8d81b1be2bbdf2cc18f1b14f1411578f93a69af6ea85d427,T1,02,64,AE,82,CF,79,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D4,78,94,CE,79,3B,F5,83,5E,8F,E4,2.0
Packed.Generic.493-8c768ce4038c8a233dd75b364788d6f9f16b66e77bbfd9edc618890c1c15dd92,T1,EC,C4,BE,83,CF,78,BD,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,05,15,9D,13,D0,78,94,8E,79,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-8c859108df4b1966c2f01ed12353053c9a7c60a0bfc23d254ed5c8adf600203f,T1,D4,D4,CD,83,CF,78,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D4,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-8d22ced3220d4c1774210f67d29ee6928d4406e29a978331521910e3325b4515,T1,B7,A4,8A,82,8F,79,7D,52,CB,65,21,FB,89,32,82,B2,DA,75,E9,04,26,14,4D,17,D0,B4,A0,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-8d3be257e2082df0372de4536f1189df31545c082626ffa994d16e2009563066,T1,54,04,19,C3,CB,98,A5,73,C4,35,60,C9,D9,32,42,FA,FB,A0,EA,04,05,16,9E,27,64,3C,D4,CA,7D,7D,B5,87,9F,8A,E4,2.0
Packed.Generic.493-8d8f83d009ad9ded212b428e6c8f5270865ba6b63e551d96f2e07bbb47c528d6,T1,DC,84,BE,83,CF,78,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D4,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-8db2a11aac29b0a97df21541c3cb0f594c7239fc89a87e7425dfc2ddb3daa744,T1,BA,44,E9,83,C6,9D,15,93,44,B1,31,CA,DD,76,83,F2,A7,A5,EE,04,3A,25,CD,23,28,B8,D4,D4,6F,78,FA,C3,57,C6,A8,2.0
Packed.Generic.493-9c827c35989eb4719bce8ce72effca80da7c8342fc65824e1e6bedde673e2586,T1,5D,24,6F,C3,CF,B8,78,62,C6,25,60,EB,D9,32,52,FA,FA,70,EA,04,05,15,5E,17,94,38,94,8E,7D,3A,F5,83,5E,8F,E4,2.0
Packed.Generic.493-9ddd96533d6e8f841946116877df8c4da23ab3bef34ebfd9ef48140f8148ee4e,T1,29,84,AD,C2,CF,79,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,05,15,9E,13,D4,78,94,8E,79,7B,F5,83,5E,8F,E4,2.0
Packed.Generic.493-9e7e6909bbfb20d3a427427c278567fe0a1e5e906117d72b59865ee1c9fac9c0,T1,82,F3,F8,93,C6,AD,65,63,48,A1,30,DB,C9,72,83,E2,AB,69,DD,04,26,15,8D,27,50,B4,E0,C8,7E,75,FE,C7,8F,CA,DC,2.0
Packed.Generic.493-9e99378b29ddcf493821fcc2feab6dfdcc24b48a32d8efeefc676a32932d6193,T1,D5,94,8A,82,8F,79,7D,56,CB,65,20,FB,89,32,82,B2,EA,75,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-9ec1ee933721ad0974143e69e0bd2bff55fe91eb19e536fd1daba2e3984dd5a6,T1,83,A4,6B,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-9f6ca16bb60cfc318d85c4fbfa89d547620e2be02a6bad75ac6caf50395c0af7,T1,2E,54,8E,83,CF,78,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D4,78,94,8E,79,3B,F5,83,5E,8F,E5,2.0
Ransom.Cerber-0076b241a5510b85bd726c9be4c40c109063e704ca89b3299defa3e974023b1b,T1,4E,94,7D,42,8F,79,7D,62,CB,A5,21,FB,85,32,82,B2,EB,75,E9,04,16,25,4D,17,D0,74,A0,8C,3A,77,FA,C6,4F,8F,D8,3.0
Ransom.Cerber-01325cf380fac0a30f87a94035a9c4837397c51242029413c5b76951e21aa6f8,T1,0B,B4,15,82,8F,BC,7D,12,C7,64,60,FB,95,32,83,B5,EA,B5,E9,04,15,15,8D,23,D0,78,94,CD,7A,2B,F9,83,5E,8F,E8,3.0
Ransom.Cerber-01cfd614eb9bcd2cfb04f1c3ed7e6dfef5e96272b5e605b08a79836a191bdf7c,T1,ED,14,8D,83,C6,9D,52,53,44,B1,31,CB,CA,73,C3,A2,7F,AA,ED,04,2A,15,9D,26,20,B4,E4,C8,AE,78,FD,D7,5B,C5,9C,3.0
Ransom.Cerber-020b68cdb75d06999cb4fb11e6db4cf7c206922133eb96d74ceffdec2e39a9dd,T1,AB,F3,2B,82,C5,9D,56,53,44,B1,31,8B,D6,73,C3,A2,BF,AA,ED,04,3A,14,8D,22,20,F4,E4,D8,AE,79,FD,E7,5B,C1,9C,3.0
Ransom.Cerber-042815f730d78828bda1f32c7b0fb82b85f070770ebb0fbc784dd76cbae7ffdb,T1,C7,05,9B,82,8F,7D,7D,66,CB,65,20,FB,89,32,82,B2,DA,75,D9,04,26,15,4C,17,D0,B4,A0,CD,3A,77,FA,C2,4E,8F,D9,3.0
Ransom.Cerber-04800bd6b0c7f2e6bc11515b67d6eb9b0e56e8e841e12e3a03c250f412de01e5,T1,82,94,89,82,8F,79,7D,56,CB,65,20,FB,89,32,82,B2,EA,75,D9,04,26,15,4C,13,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,3.0
Ransom.Cerber-05171f2c1df973253c156402a2709adc869587aa5cdf2fb6793a47666585ed8f,T1,E4,B4,6A,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,3.0
Ransom.Cerber-05f5015a014190ce42016124aff385b65ba506a5384d7767da4ec78b4628a862,T1,8D,34,CA,C3,C6,9D,65,23,84,74,70,DA,D9,32,83,F9,FF,A5,ED,04,29,15,8D,23,14,B8,D4,CA,6E,78,F9,C3,5B,CA,A8,3.0
Ransom.Cerber-08c368769ff51415ef8c727a432d864a79ac9bbffb3ff2bff49939a468f7304e,T1,32,24,CA,87,C5,9D,15,93,44,B1,31,8A,D9,76,83,F2,AB,A4,ED,04,3B,25,CD,23,34,B9,E4,E4,6F,78,FA,C3,57,C2,A8,3.0
Ransom.Cerber-0933ecf8a158cb9e9f1df73db1646705b11aa4e85e428471421028adb464ed9e,T1,6B,24,A5,C3,C6,9C,66,63,84,34,70,CA,D9,33,83,F5,FB,A5,EE,04,19,15,8E,27,54,78,D4,C9,AE,38,F9,D3,5B,8A,E8,3.0
Ransom.Cerber-0938a6f02d0f429b52aea0d10cfe25341611db14ca200a907747b2fea7c18ba4,T1,23,C4,7B,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,16,25,4D,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,3.0
Ransom.Cerber-0a387c6d020486b21eb82e1715a98e141993aa574c3aaef586c32918db1190fb,T1,58,34,80,82,C6,AC,56,53,44,B1,31,DB,C9,72,83,B2,AB,BA,DD,04,2A,15,8D,27,60,B4,D4,C8,AE,79,FD,D3,4F,C6,DC,3.0
Ransom.Cerber-0ba2f83c6871f0af2ef7b950a346763412786bc776ccd5a5e7cb0e6620cfad0b,T1,09,05,06,42,8F,7D,7D,12,CB,64,20,FB,89,36,83,B6,EA,79,D9,04,29,14,8C,23,D0,B4,94,CD,7A,77,E9,D2,4E,8F,D9,3.0
Ransom.Cerber-0c4f325444da21586451466de73396c57531fd4ce6699cbe1c9f70d5169ef628,T1,23,84,05,82,8F,BC,7D,12,C7,24,60,FB,99,32,83,B5,EA,B5,E9,04,25,15,8D,23,D0,78,94,CD,79,6B,F9,83,5E,8F,D8,3.0
Ransom.Cerber-0ca1888e2e4e06eb8beb33fedebcf1b6ec214069b220eed839e3b6b792740f68,T1,1C,14,74,C3,C6,DC,52,63,84,74,71,CA,D5,33,83,F6,BB,A5,EE,04,29,15,9E,23,24,B8,D4,C9,AE,38,F9,D3,5B,C5,A8,3.0
Ransom.Cerber-0cfb5e263ca7a4f5b38cd79c111eeeb7cb6e2e3150fc07996fd7b74a739452e8,T1,99,64,5A,82,8F,B9,7D,62,CB,61,21,FB,8A,32,82,B2,EB,75,D9,04,16,15,4D,17,D4,74,A0,8C,3A,77,F9,C6,4F,8F,D8,3.0
Ransom.Cerber-0d235958f114d06e11a794168b11861c398b41017da01417a3bfb681c039a60b,T1,F4,84,D3,42,8F,BD,7D,52,C7,60,21,FB,85,32,83,B2,EA,B9,D9,04,29,14,8D,23,D0,B4,94,CD,7A,67,E9,D2,4F,8F,D9,3.0
Ransom.Cerber-0d3b4ec3b6e427ae837a71989120906552fbe605e984090910008e451b1f8c85,T1,04,05,37,82,8F,BC,7D,12,C7,64,20,FB,99,32,83,B5,EA,B5,E9,04,25,15,8D,13,D0,B8,94,CD,79,67,F9,83,5E,8F,E8,3.0
Ransom.Cerber-0d6b4eaf82976a44e7ce1187f23f225271ac90fe5efe847151ba71a3aa6bf027,T1,BF,15,CE,83,CF,79,7C,22,CB,24,60,FB,99,32,82,BA,EA,74,E9,04,05,15,9D,13,D4,78,94,8E,39,7B,F5,83,5E,8F,E5,3.0
Ransom.Cerber-0ebc970ae1e63f2d14bae3c9a83ed525e3367edadc94810233e27e823b2ff724,T1,9A,15,7C,82,8F,7D,7D,52,CB,65,21,FB,89,32,82,B2,DB,75,E9,04,16,25,4C,17,D0,B4,A0,8D,3A,77,FA,C2,4E,8F,D9,3.0
Ransom.Cerber-0f558ba4697d61c46936054466d2cdbc5fbfbca7e3a8f0597ed410324e2e49ed,T1,21,24,C8,C3,C6,9C,52,23,84,74,71,CA,D9,33,83,FA,FB,A5,EE,04,19,15,9E,27,24,78,D4,C9,AE,38,F9,D3,5B,C5,A8,3.0
Ransom.Cerber-0f6c43dd0064f051f30b2b75ed021dbcede2cde2d3b7d9c02c5ee39fe0f3f366,T1,0E,04,60,C2,C5,DD,52,13,84,74,70,C6,D5,33,83,FA,FB,A5,EE,04,2A,15,8E,23,24,B8,D4,D9,AE,38,F9,D7,5B,C6,A8,3.0
Ransom.Cerber-0f70bc3efdd6ed3ca8128efbeff47af71cfc8ca8664dd02a4d076862fb5b684e,T1,16,E4,8A,82,8F,79,7D,56,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,3.0
Ransom.Cerber-0fa8ea0abd202be397b840dbf6c2bc1cb741b7652ef0ef3fc14d32e583d7c3b0,T1,2D,04,5F,C2,C6,DD,52,13,84,74,71,C6,D5,32,83,F6,FF,A5,EE,04,2A,15,8E,23,20,B8,D4,D9,AE,38,F9,D7,5B,C6,A8,3.0
Ransom.Cerber-0ff42f0e77f3f6ac4c15d31a92745187eb33f2e60917f501832d89aaa4804868,T1,07,C3,B7,C3,CA,D5,A5,63,C4,65,A0,84,E6,32,91,FF,FF,90,FA,44,06,56,4E,23,24,7C,E8,DA,7C,3C,B5,47,AB,86,E4,3.0
Ransom.Cerber-10629ac826eedf7cfb85c799526df0028ea265f8cc2a18426ed04d5b057f2bc5,T1,44,74,C3,42,8F,BD,7E,52,C7,61,21,F7,85,32,83,B2,EA,B9,D9,04,29,14,8D,23,D0,B4,94,CC,7A,77,E9,92,4F,8F,D9,3.0
Ransom.Cerber-1073b1d899a1be5fae64af467b71d9fc408edaf226a4ff9eed5c16c0e7a01d19,T1,4D,D4,7B,82,8F,79,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,26,15,4C,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,3.0
Ransom.Cerber-11a8f3d2c6663aa4826a5e5d595487559a9cadfe80f563d6c26cc09d87b518cf,T1,CB,34,A5,C3,C6,9C,65,23,84,74,70,CA,D9,32,83,F5,FB,A5,EE,04,29,15,9E,23,64,78,D4,C9,AE,39,F9,C3,5B,C6,E8,3.0
