,cryptcreatehash cryptcreatehash crypthashdata,cryptcreatehash crypthashdata crypthashdata,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata cryptcreatehash cryptcreatehash,crypthashdata crypthashdata cryptcreatehash,crypthashdata crypthashdata crypthashdata,findfirstfileexw getfileattributesw setfileattributesw,findfirstfileexw ntclose findfirstfileexw,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getfileattributesw findresourceexw loadresource,getfileattributesw ntqueryvaluekey getfileattributesw,getfileattributesw setfileattributesw findfirstfileexw,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress ntprotectvirtualmemory ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadresource ntqueryvaluekey getfileattributesw,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile ntreadfile,ntclose findfirstfileexw ntclose,ntclose ntclose ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose process32nextw ntopenmutant,ntdelayexecution ntdelayexecution ntdelayexecution,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntquerykey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntopenmutant ntclose process32nextw,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntquerykey ntopenkeyex ntopenkeyex,ntqueryvaluekey getfileattributesw findresourceexw,ntqueryvaluekey getfileattributesw ntqueryvaluekey,ntqueryvaluekey ntclose ntopenkey,ntqueryvaluekey ntquerykey ntclose,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntallocatevirtualmemory ntreadfile,ntreadfile ntreadfile ntallocatevirtualmemory,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw ntopenmutant ntclose,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regopenkeyexw,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,searchpathw searchpathw searchpathw,sendto sendto sendto,setfileattributesw findfirstfileexw getfileattributesw,setfilepointer ntreadfile ntreadfile,writeprocessmemory writeprocessmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-26e87cf8e8520cc4cf065040c999eeb506d1a81a6f20fc93ac0b44f03baf3ce7.json,0.0,0.0,0.0,0.0,0.0,0.0,0.07166347429435571,0.0004594495069530978,0.03271521008175343,0.027181867731461883,0.0,0.0,0.02638240103347771,0.01704226254308249,0.08218758421639384,0.0,0.0,0.0,0.0,0.0,0.0,0.004557726731687235,0.009928408675369102,0.006135022073000855,0.0,0.006032425176700038,0.008128769406536101,0.001049938465979675,0.0028211052846521937,0.0,0.0,0.002892155942666605,0.03271521008175343,0.026782134382469798,0.0,0.004641307599676327,0.013211113697899044,0.0010299772615175544,0.000553904456663996,0.0,0.0006828126310852938,0.012813698897975742,0.09201990626980656,0.06807027013980521,0.016416308386732692,0.0,0.0,0.0,0.0002678468199852451,0.0,0.00946551301892824,0.1392875062556888,0.09704114549945886,0.08258680781139931,0.0,0.0,0.0,0.20093961235872423,0.09357816077127454,0.02638240103347771,0.01981601513355513,0.005961828900494041,0.08110321246149395,0.07026449073798803,0.0,0.0,0.022093316842505106,0.00034674073383496963,0.0008138842899834513,0.0071972568175590204,0.0,0.0,0.044227748947639325,0.0,0.016399474173622704,0.02781030249245214,0.0016901357349642305,0.02675073211182422,0.047975061219009435,0.0005904367592316345,0.02218298917578826,0.03026175938915488,0.03487955804213744,0.023857974751084515,0.004279955992157115,0.00677048176387917,0.00418779090903549,0.006168273794167143,0.005288812131897289,0.028496035773691454,0.005822820234716335,0.0032870856820106614,0.031167097229212147,0.4266419573748548,0.0,0.0,0.8204016306326163,0.07202215092761263,0.0034079718547718988,0.0023451574266797185
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-283432deb7319b8b127da03478a50a21ecc3d4112713bedee70f83d0cf190147.json,0.0,0.0,0.0,0.0,0.0,0.0,0.043407391182719655,0.0005565877086869499,0.04874441618146278,0.040676679148584215,0.0,0.0,0.038013325156712637,0.024016064914080044,0.049781965688547515,0.0,0.0,0.08466045775797326,0.0,0.0,0.0,0.01118796844356195,0.00048760146523496,0.003972333030299134,0.0,0.003882278693980541,0.010832116210714327,0.0015263035511797582,0.0026201231081611556,0.0,0.0,0.002846694729797619,0.04874441618146278,0.03898181751739321,0.0,0.0031072190561196394,0.011860290363329546,0.00037432144902458455,0.0005032594567528431,0.013411151991489078,0.0005514499592038487,0.005511722320515595,0.05286691462139566,0.04376136514366584,0.0034231882878876657,0.0,0.0,0.0,0.00032447580323530993,0.0,0.005402598821400924,0.08411468815837125,0.05852558121862578,0.0545169339084114,0.0,0.0,0.0,0.12221437571511222,0.05871478134742386,0.038255448246882776,0.02632190446616828,0.0036111483820227036,0.05122195438647445,0.04214680675340669,0.01656370362191039,0.016456124660150888,0.827053711100819,0.005460646184681619,0.005094117178102871,0.005152090615934878,0.0,0.0,0.02534675814105313,0.0,0.011544163809691742,0.00375773529751389,0.003966971834986766,0.0018517972942455722,0.0,0.0014305373625260259,0.0011197076546977155,0.001461078663183184,0.004564464451823336,0.011083814969839756,0.002592418604117569,0.009444632223151042,0.002002573541453077,0.002963188686000535,0.004356752355811953,0.0006638606476929333,0.002821559386605341,0.001194615377960191,0.002815180540354103,0.008298547121939998,0.0002488286591918242,0.0,0.49692670999368294,0.04362464574763139,0.0059863185506923945,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-284755fd7634758bf631c7ed93804b58ecbf78c250ba5d6feeb4b0b4dd9f2255.json,0.0,0.0,0.0,0.0,0.0,0.0,0.008411131503144608,0.00010785104295011354,0.010846676187176647,0.008491912698602812,0.0,0.0,0.007881996316935206,0.004694459271895847,0.009646344746424155,0.0,0.0,0.03604438333337852,0.0,0.0,0.0,0.0022242230476136305,6.298896621780776e-05,0.0007448965282497059,0.0,0.0007301506381662241,0.002120161060206896,0.000271108473430141,0.0004856319818667452,0.0,0.0,0.0005728251154304559,0.010846676187176647,0.008163496185397178,0.0,0.0006020916571577677,0.0025197030360173418,9.6710624509091e-05,9.751752767474347e-05,0.006321171999089877,0.00010685549160839227,0.00019616634348582093,0.0,5.768518163704204e-05,0.0006633176070924519,0.0,0.0,0.0,0.00012574856844597266,0.0,0.0011964247932998507,0.0,0.0,0.0,0.0,0.0,0.00025775282683818503,0.0,0.0,0.007928912961678868,0.005141248294277093,0.0008203836395002823,0.0,0.0,0.007341913973373857,0.0073005228127626,0.9939038592710712,0.010906771678572513,0.008565451387044558,0.0011135222018062447,0.0,0.0,0.005510450855801896,0.0,0.00348545568674125,0.003238982745236536,0.00225646994495522,0.0010166743200850236,0.0,0.0003233975552689857,0.001789984760545516,0.0016472200701477622,0.0031588029546220633,0.011010522706483512,0.002059585017778246,0.004695661779606437,0.0013710832402432321,0.0014479387872554444,0.0029547562287238335,0.000482390704845928,0.0016948904284246394,0.001003092391694857,0.0013156244166207395,0.009296394653925717,4.8215995414319546e-05,0.0,0.09629041947229029,0.008453229327163539,0.010599818699295653,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-293fb376819326d65e8151d19f496ec456278770eaf8c2689030262bc79bb346.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029582360426420227,0.0016545735147810144,0.005217786080745263,0.0,0.005811926544322244,0.035642685230002046,0.0012947979094368254,0.004252140564581225,0.0,0.0,0.004458305878949603,0.0,0.0,0.0,0.0,0.020850033203767583,0.0016935753198146148,0.000569235210566272,0.0,0.0,0.019084567411069203,0.1339358079608887,0.11717975403952398,0.006084504885924035,0.0,0.0,0.0,0.0016515610857375264,0.0,0.005237882373917611,0.21149004458632625,0.14959051934154785,0.1595808423810279,0.0,0.0,0.0015045703901421438,0.314871575177255,0.141449163100792,0.0,0.0,0.0029577839109410074,0.15043289600249762,0.1444184884211288,0.0,0.0,0.0,0.0,0.0011152142205789542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004045190934088797,0.0,0.0,0.0004425301357538048,0.0,0.0,0.0025301354715139227,0.0,0.0013115165993888758,0.0,0.0,0.0,0.0009008171657704062,0.0,0.001319971065455686,0.0,0.0,0.8431083905240321,0.0,0.0,0.003615098684059364
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-29a7986d9eedaa8cb2b2e825d08e941141ec6f7932125a717f8bcc1d7d92d693.json,0.0,0.0,0.0,0.0,0.0,0.0,0.00551135035254118,7.066883728578212e-05,0.007107228392012014,0.005564281812464358,0.0,0.0,0.005164637262397857,0.0030760201232712284,0.006320717432495539,0.0,0.0,0.01635085072365102,0.0,0.0,0.0,0.0014574106317339845,0.0009699200558761786,0.000520628898126678,0.0,0.000521920826063905,0.003987074468452705,0.00016149311184259413,0.0003326718335842759,0.0,0.0,0.000375340689976347,0.007107228392012014,0.00534908859319778,0.0,0.0003945174398590682,0.0015784499521246946,6.336913580335598e-05,8.519713989779822e-05,0.0040268620119730154,7.0016507425511e-05,0.00011425509381208781,0.0,3.779791649112299e-05,0.00043463542643804807,0.0,0.0,0.0,8.239609816790485e-05,0.0,0.0007139555107031232,0.0,0.0,0.0,0.0,0.0001312621004372476,0.00022518827302953957,0.0,0.0,0.005195379150864511,0.0033687763160726142,0.0005059314170919959,0.0,0.0,0.004731886331901383,0.004783629760491967,0.9975331146989601,0.007146605651488567,0.005633331849211198,0.0006541507254589571,0.0,0.0,0.0030089119852097605,0.0,0.002045218017360061,0.0019249009311890475,0.0014947879391875776,0.0005877975727402202,0.0,0.00019676853214009322,0.0011017947133474487,0.0010287387121433026,0.0019373227615937507,0.006804870633356757,0.0012672438535004256,0.0029979155458556618,0.0008136409283639827,0.0009323965565218614,0.0018384707965098319,0.0002950117434505078,0.001021006225084555,0.0006404179892282602,0.0008200045684700703,0.005959708188617108,3.1593281263702216e-05,0.0,0.06309379862941628,0.005538934733686715,0.0070765230243327055,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2b6b09a69ba17384141d304cc2d1f370f5a78cedbb16f1b3bb7e99c441d43297.json,0.0,0.0,0.0,0.0,0.0,0.0,0.005466769728858127,7.009720589970925e-05,0.00704973891046822,0.005519273032822259,0.0,0.0,0.005122861157536682,0.0030511385812197734,0.006269589939732341,0.0,0.0,0.02197518930131612,4.404636335202965e-05,4.3963903869492726e-05,0.0,0.0015920139023947858,4.0939340164024365e-05,0.000887592743273012,0.0,0.0009059733791147262,0.0020532010618149626,0.00022426153996295693,0.00047345084609162687,0.0,0.0,0.0006618748552532377,0.00704973891046822,0.005305820484591563,0.0,0.0003913262376313511,0.0014217113030199425,0.00010999896388176878,4.2253995444494314e-05,0.00403993824856588,6.945015265408929e-05,0.0001274972609794702,0.0,3.7492173872108164e-05,0.0004311197148345526,0.0,0.0,0.0,4.086480321765746e-05,0.0,0.000847039318554319,0.0,0.0,0.0,0.0,0.0,8.376253247020333e-05,0.0,0.0,0.005153354378712496,0.003341526705793353,0.0005488864074938913,0.0,0.0,0.004771837540111594,0.0048267448117577175,0.9974253237891392,0.007088797652217882,0.005587764532458118,0.0005989471218987878,0.0,0.0,0.002750997972907235,0.0,0.0022315419550800993,0.003067984289590418,0.0019500685996416975,0.0008551296624811114,0.0,0.00021019050348579707,0.0020094935071542286,0.0009367766050589192,0.0027100220513964516,0.008322430532098843,0.0014202391565275175,0.003834463771477551,0.0009415694034350259,0.001963287659729791,0.0028887109281067118,0.00022991998099369213,0.0018122848808741997,0.0013039090210669522,0.0016893103584650808,0.00778946383310695,3.133772716301243e-05,0.00016696308725538925,0.06258344078360532,0.005494130983394625,0.00701928191466767,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2bd8d6a48b0093b5f7832cc79ec0641d6c57e03f5bdfbe18540162fce200d600.json,0.0,0.0,0.0,0.0,0.0,0.0,0.03031381209533135,0.00038869636612540837,0.03727333112669514,0.030604948428063838,0.0,0.0,0.02840680296085483,0.016918883767806207,0.03476553445164478,0.0,0.0,0.059123138674171384,0.0,0.0,0.0,0.007813184895148645,0.002043116454382789,0.002684615426519512,0.0,0.002631471073586502,0.007717495036974675,0.0009770779731527084,0.0019093342898521097,0.0,0.0,0.002064468128473962,0.03727333112669514,0.029421331638028222,0.0,0.0021699450724820563,0.008083121690421552,0.00034854617335309645,0.0003514542613949458,0.012023608841350392,0.0003851083879451943,0.004084806254518246,0.039926979931803046,0.031080757035887578,0.0023906040814375452,0.0,0.0,0.0,0.000453199248365454,0.0,0.0044659257893844605,0.05874199719943873,0.04352569672006604,0.038281415985311054,0.0,0.0,0.0009289440733261697,0.08938829957430403,0.03851873987574517,0.028575891073717066,0.018529116406025968,0.0031305936922976607,0.037026287592350035,0.029722038879341335,0.014748386312409382,0.014516505347608386,0.9183206131938083,0.011293752971331714,0.009180663995370446,0.0034596090349821224,0.0,0.0,0.013959373024389748,0.0,0.009280600820634368,0.004253073747332433,0.0037533890499510006,0.0016165171900134395,0.0,0.0009990243509549667,0.0018571420785325262,0.0014841498931341614,0.0040072951457518595,0.008720252323684055,0.0025346035229254797,0.008071073018319296,0.0010255734492446422,0.0028791103989783207,0.0034900000544753657,0.000811319366836421,0.0018719302817869336,0.0013904446956679764,0.002544232994006542,0.007334727412062932,0.00017377098722479837,0.0,0.3470317496965021,0.0304655331243576,0.011388480584382889,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2c4ca6eeec12350becd0a46276453cfb87a0582d4853cfb012ba923488560999.json,0.0,0.0,0.0,0.0,0.0,0.0,0.007906234362292184,0.00010137704082529763,0.010195579982984607,0.007982166484280755,0.0,0.0,0.007408861709166667,0.00441266376515074,0.00906730114446341,0.0,0.0,0.029754237789688005,6.370139748698777e-05,6.358214168755493e-05,0.0,0.002090709042162837,0.0013913859188626676,0.0007235218483971447,0.0,0.0007279169536574402,0.006018538703031198,0.0004170020331156166,0.0007262194971031228,0.0,0.0,0.0007976888826620568,0.010195579982984607,0.0076734639130654776,0.0,0.0005120497714052218,0.0025766677538376337,9.090535112982721e-05,0.00027499145433866623,0.005908719783906316,0.00010044124969845576,0.00016390312554663455,0.0,5.422249849301956e-05,0.0004453574796639688,0.0,0.0,0.0,0.00011820022698312425,0.0,0.0010442776466514222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007452962076483137,0.004832633268674125,0.000748457723969716,0.0,0.0,0.006863487556411784,0.007020046313408944,0.9946972991270443,0.010252068106956416,0.00808122129631855,0.0008662183613395607,0.0,0.0,0.004391462411581388,0.0,0.0033006828498477647,0.002832144651178096,0.002330791479950025,0.0008713244315969675,0.0,0.00028227168129612657,0.001835494786642511,0.001378992066962593,0.0029454351727318077,0.013109482244165006,0.001865126204060922,0.004459063772594092,0.0012401476354877547,0.0016191480464188318,0.0027540509068020346,0.00042320517371440377,0.001644542768947269,0.0010395850988739117,0.0013874622024129164,0.00880920914369673,4.5321721532269054e-05,0.0,0.09051036984818635,0.007945805169467387,0.010151532006077997,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2ce248d03b9b09b5da793d3fbe0750de96baf231d2a6a2f94b6ab550a8fffdfb.json,0.0,0.0,0.0,0.0,0.0,0.0,0.011705880480426598,0.00015009769113601262,0.013145141745710996,0.010969476199333165,0.0,0.0,0.01025123668628159,0.006476528025169693,0.013424942724105073,0.0,0.0,0.0026796706404124014,0.0,0.0,0.0,0.003017113395915333,0.0007889630293737052,0.001900583906653422,0.0,0.00197073471027984,0.004189930901006137,0.0005145070476521063,0.0008601858478862533,0.0,0.0,0.0011810490674981574,0.013145141745710996,0.010512414691027617,0.0,0.000837938745139798,0.0026974640757319707,0.0002355384967787371,0.00018095520573428443,0.007917531131324164,0.00014871216945989084,0.0002730072369298744,0.0,8.028121323301868e-05,0.0009231476913996499,0.0,0.0,0.0,0.00017500590880822328,0.0,0.0015758791496686983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010316531187468097,0.007098354895394749,0.0009738357962842022,0.0,0.0,0.009324473853394176,0.009401134210897397,0.9895808206922485,0.012743643345304999,0.010148062178356296,0.001389389118562607,0.0,0.0,0.005223788239786389,0.0,0.004524956857252087,0.0059054812008302714,0.003830547061358725,0.0014981493158044625,0.0,0.0002893349311991266,0.0037744620276005418,0.0016477038083205463,0.005345714654251611,0.012258789465453756,0.002796440100009095,0.007640938534205521,0.0025202037600134996,0.004064973632507667,0.0060473124302608885,0.0002685397527637772,0.0042610597381993525,0.002541466214228647,0.0034386538179323424,0.016084972490048397,6.710282431725261e-05,0.0003575145910641567,0.13400862194716223,0.011764468566496518,0.01252520214966178,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2d0a0b404aab8144ac7531077b15e81c636bb81ce1d4e0809f6bfbe110923341.json,0.0,0.0,0.0,0.0,0.0,0.0,0.07211791333053238,0.0009247260211275872,0.0807446426402759,0.06758105339855794,0.0,0.0,0.06315610347365237,0.039900773596906774,0.08270875970955477,0.0,0.0,0.0013207191399076446,0.0,0.0,0.0,0.006517840654919376,0.026193585373347514,0.006599714043933821,0.0,0.006450095957135544,0.012179582060372767,0.0010565964326666487,0.0030282610536639365,0.0,0.0,0.002910495948813384,0.0807446426402759,0.06476517617361803,0.0,0.004916567881809707,0.010208575659655193,0.0008292069186982459,0.0019509592435127824,0.0,0.0011452375759171648,0.0054196184772138025,0.0,0.0004945987264853601,0.015166277111396988,0.0,0.0,0.0,0.011590448543132778,0.0,0.009159169811100976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06355837164864378,0.043731741836200856,0.005585866696612334,0.0,0.0,0.0,0.000359743904042791,0.024281231747710328,0.00034893951817299837,0.0010920604908625695,0.007901341883608278,0.0,0.0,0.05101325611191076,0.0,0.026762380593352793,0.04413280329634835,0.01296900701982808,0.032560824028533095,0.04827928510426698,0.0005941808912937557,0.0330204107824331,0.04170827080801428,0.05265110927132917,0.07272709441116883,0.015074837554145282,0.02911186566160043,0.013530271675083552,0.0130569208927603,0.02256676415022532,0.03170985392798085,0.015938504876007082,0.009041675478374938,0.03769271013686374,0.49095974273642007,0.0,0.0,0.8256040371580255,0.07247886443715416,0.0013718331201516478,0.0029500359442010573
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2d17c62fadef03b0ca3259573b37af8ccc9baf180a102e6cdbc5c1d486573e4b.json,0.0,0.0,0.0,0.0,0.0,0.0,0.010384070808998848,0.00013314889517535827,0.011695414767512883,0.009730820144795463,0.0,0.0,0.009093683111505286,0.005745208634436413,0.011909019239258507,0.0,0.0,0.002186919518241802,0.0,0.0,0.0,0.0009384869272666543,0.00027217344040024265,0.0012261621466474527,0.0,0.0012292048381663523,0.0025912974421770907,0.00036512777477828567,0.0005995432225656439,0.0,0.0,0.0006548042865245016,0.011695414767512883,0.009325369305428986,0.0,0.0007079238245284458,0.0017091933295509056,0.00014924418499898747,8.026101380172666e-05,0.007630464713032768,0.00016489978054336256,0.0020988906272113904,0.013333727285091558,0.011074085589631615,0.0023787307326184172,0.0,0.0,0.0,0.00015524451595900444,0.0,0.0015034377502715403,0.020304042707625654,0.015031052511913917,0.013829971954256386,0.0,0.0,0.0,0.030981126797190638,0.013437909051586337,0.00915160465998621,0.006296819789372775,0.0009532378316609949,0.013113393096522895,0.010181357439978007,0.009163115231590776,0.008961155946272746,0.9886639616075332,0.013213881084799773,0.010495966935537119,0.0009480780596707422,0.0,0.0,0.004880411701025006,0.0,0.0031790926119239934,0.004215713130304795,0.001071443867068513,0.004097690318552836,0.0069516087193596384,0.0001140727486160034,0.003348255693026949,0.004480267881176496,0.005272449699111234,0.00365841214022542,0.0008372262830043866,0.002467479236627049,0.000606812853561737,0.001171167529511829,0.0015633567369755022,0.004168791635697486,0.0009449768882576115,0.0006668203452132475,0.004753817797271715,0.06206876937269713,5.9525678598827396e-05,0.0,0.1188765784549491,0.010436043220243866,0.01328366948091422,0.0003398144035951342
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2d19aaf8d9ebf9b6cefb6b0f19c745a9d7c1909e1500acd358ad99b19f901842.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0043162224307434225,5.5344407656248856e-05,0.0055660367502992185,0.004357675784277203,0.0,0.0,0.004044693545627459,0.0024089898489867813,0.004950079493304064,0.0,0.0,0.011303349969187772,0.0,0.0,0.0,0.0011413733580906773,0.0002909084822883795,0.0004332145224805838,0.0,0.0004314510400877526,0.0032965591806453755,0.00024029979580338616,0.0004077899274296382,0.0,0.0,0.00043547945713848387,0.0055660367502992185,0.004189146886542726,0.0,0.00030896693447442306,0.0012361654863812404,3.72207264838224e-05,5.004170249662709e-05,0.003225726395097642,5.483353453168915e-05,0.00010066393226569704,0.0,2.9601495923613173e-05,0.00034038539682432916,0.0,0.0,0.0,4.8396472420874456e-05,0.0,0.0006358794138314738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068769102446671,0.0026382623076911652,0.0004333666756529286,0.0,0.0,0.0037675470612506,0.003810898438616814,0.9985022389835129,0.005596875111089607,0.004395412602024144,0.00047289151191461375,0.0,0.0,0.0020285823202372513,0.0,0.0017618871690931101,0.0018038331096825305,0.0012597163031209456,0.0004296455941859835,0.0,0.00016595338945511954,0.0009881278527727447,0.0007264132129671049,0.001582055619277202,0.005329244810658619,0.0011213327812336098,0.002570247384543636,0.0007699549945953198,0.0008455037506995751,0.0016309252611033745,0.000181530561640898,0.0009819680828103057,0.0005411399291657317,0.0006586541824705228,0.004847859978320409,2.4742326386182778e-05,0.0,0.04941200458423593,0.004337825180890424,0.005541989794790293,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Ransom.Cerber-2d7ef6ec1ea2bdfb66cb45fcc98eaf8bfd73fe6b165043b458dd036dd049da78.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0056464837261031055,7.240157387069607e-05,0.006359545343003521,0.005291269541575981,0.0,0.0,0.0049448173692108865,0.003124037543089509,0.00647569576182475,0.0,0.0,0.010909324492440363,0.0,0.0,0.0,0.0014553438947484244,0.002050831016990647,0.0005333942523279849,0.0,0.0005198645833703391,0.0014232870950478024,0.00016545277827901306,0.00038528455966615425,0.0,0.0,0.0004272707860704146,0.006359545343003521,0.005070799977343648,0.0,0.00040419065407463486,0.0017472678196699283,8.115361280876619e-05,6.546457308619986e-05,0.00419632158228254,8.96665618332624e-05,0.001170565263623416,0.007903870276410702,0.006428298132305767,0.0012934681029786014,0.0,0.0,0.0,0.0006964351076457785,0.0,0.0008605424238380092,0.01212818937889521,0.008997270925104326,0.007987820396090127,0.0,0.0,0.0,0.01825301534705119,0.008034449719174722,0.004976313021244077,0.0034239838229998825,0.0005507324273633985,0.007598170620671096,0.00553625549670315,0.004847907945923175,0.004929086284370157,0.9965215341233181,0.0072671934677256975,0.005728704573134935,0.000695966450459443,0.0,0.0,0.0023857323064427594,0.0,0.0018334443146547153,0.0025620415573413755,0.0007490733262930877,0.0023486183864253737,0.003780034461059789,0.00013956446788780915,0.0020391401623474944,0.002574432903424703,0.0030875042803875175,0.0021535679474474125,0.0005732821854283895,0.0016165377628943574,0.0003299629755468586,0.0007206332920756365,0.0009334399415739735,0.002288427693966156,0.0005688991557229677,0.00044892452843515085,0.002692661365149586,0.03400376560130885,3.2367920218942344e-05,0.0,0.06464080205221602,0.005674744451564166,0.007142625132984484,0.00018477883434043626
