,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,LABEL
Backdoor.Graybird-aa7c621dd35e31ae61d7a2b36dc4e515485c4e56c4ce9a133dea31594a5ab6e8,T18,2F2,7D4,3C9,688,393,45F,A31,8E9,473,D2C,1AB,355,B08,913,5BD,237,9A9,C0E,0DE,A6D,BD3,578,3EE,1.0
Backdoor.Graybird-abfe016fe929fdfce4bfc9426a4bf7e6b99e4faeba2a4d3603912c414cff4b01,T19,D53,B18,9D6,38B,3D1,096,B30,4E9,091,588,297,B93,5CC,92B,EE8,176,59F,C07,0CE,FB5,781,99A,3FF,1.0
Backdoor.Graybird-ac449976a1b7cb50b8e71f28be4ef44bd6f6642e3b0c5ccdfb26822e79b98537,T18,743,5F8,2C9,6C5,393,09B,631,8EA,472,D28,2D7,756,A48,513,5AC,237,8AD,80F,0DE,7AD,FC3,579,3FE,1.0
Backdoor.Graybird-ac4add28458e73105e8f654da05566e4015098744e8aebb3204aee72caa57e9e,T11,C33,808,AD6,3CF,382,485,A31,4F9,4D1,49D,243,B87,5C9,96B,ED4,131,1DF,80A,4CF,BB9,782,99E,3FA,1.0
Backdoor.Graybird-ad74a71d3a7f3b6b6210cc7dd1d30b3663949dd5ef418dbd619adf39ca5c48ba,T17,4D2,FE8,5CE,2CA,787,085,931,4F9,5A1,879,357,B87,5C8,1A7,D98,132,0AE,81D,0CE,BFE,7C3,5BD,3EA,1.0
Backdoor.Graybird-ad90f50d4ca71148c1a52506f79f120410d3181462295f8524580688548a0396,T17,4A2,EC8,9DA,3CF,391,0C5,A30,8FC,491,498,247,B97,4CD,92B,ED4,574,5DF,807,48F,FB6,B81,89A,7BA,1.0
Backdoor.Graybird-ad96e019652bae1367bbbde130c9e6e7098048b89b82f89353ea0aa688f49b10,T14,8E2,914,2D8,789,3A1,09B,B30,8DA,461,958,2DB,352,A4C,913,5FC,27B,9AD,C0B,0CE,B64,FD2,579,3FF,1.0
Backdoor.Graybird-ad9900cf8bf77c5291d6583fa7d2bf68ad622e2404b85bd87fc99b4a76cf9ee1,T18,DA2,098,3D6,6C9,243,44B,531,CF9,4B2,83D,147,B9B,D48,766,9DD,236,5ED,80E,08F,BAE,BC3,46C,3A9,1.0
Backdoor.Graybird-ada0d13de57259ca50f6c6137799d46819ad67d2730c83da6e11cf07eec1f93f,T10,953,D88,9C6,38F,391,0AA,B20,4ED,081,58C,667,A97,5DC,93B,ED8,175,59F,C07,0DE,FB1,B44,C9A,3EB,1.0
Backdoor.Graybird-ae51172509ee5dc56c8f1c971c67fcf819300950ca16836957b08483d575ed52,T1B,C23,6B4,1D5,389,392,0AB,B20,8DB,473,A64,6CA,322,70C,917,568,53B,E7C,C0B,4ED,B64,FE6,576,3EF,1.0
Backdoor.Graybird-afee8e31fe9fb0951bdb8389508c98a1de93dbf3beb5eab5725263e529f36abb,T19,714,C6F,3DB,1CC,22A,C8D,231,EA8,CA2,E29,54A,79E,D44,350,4EA,171,0F4,50F,19F,76D,FC6,53A,A79,1.0
Backdoor.Graybird-b0e89e830426555734cc9364af793e2d18c2da4c2637ba0a4958fdefaf4c4f3b,T15,164,469,1D5,389,3B2,8EC,718,D9C,8E0,F84,387,7A6,78C,517,990,17A,89B,C0A,06E,664,FC8,777,7EF,1.0
Backdoor.Graybird-b4b202425d9d0632578ac630d5d3399c1e978c392bccc49015d296804c2d050e,T14,FE2,6F4,3C9,6C8,393,05F,A30,8E9,073,96C,1AB,755,F08,913,5AD,237,9A9,C0E,0DE,A6D,BD3,579,3EE,1.0
Backdoor.Graybird-b50c771b0643fcc2080eafe121cb24dc5f21cbdb5ee1d6a80833e7c892d0c42d,T1F,023,D08,1E6,3C9,242,083,630,8DB,8B3,E34,687,753,64C,517,5E4,53B,9BD,80B,4AE,BA9,FD2,579,3FE,1.0
Backdoor.Graybird-b62439942588e8e2953b38988d69c96093a848cbd09b6c56ff8a90a46acdeee1,T14,ED2,0E4,2C5,789,3E2,0AB,E30,8DA,062,958,2DA,752,B4C,D12,5BC,177,DA8,C0F,0DE,A65,BD3,579,3FF,1.0
Backdoor.Graybird-b66dc00d759d7e7bd24d8a7ffea8a7629b7d498777351a92b218c94084490813,T11,B23,AB4,2E6,3C9,343,087,231,8DB,8B3,D38,687,752,618,257,598,53B,9BD,80F,8AE,B6D,FD6,139,3ED,1.0
Backdoor.Graybird-b76eaa093ad34277a7a5edbc5fb0baa5a29e0225f975fff671c4640b229a4b7b,T16,0A2,F98,3D6,6C9,243,44B,531,CF9,4B2,83D,147,B9B,D48,766,9DD,236,5ED,80E,08F,BAE,BC3,46C,3A9,1.0
Backdoor.Graybird-b7736881b6aa7a0bf18c5e27ba9055755ffde26b3664c0cc2170381946bfa384,T14,8C2,2B8,3DA,2C9,743,84A,132,8F9,4B2,C3D,143,75A,A58,293,8DD,136,1EE,40E,4DF,7AE,BD3,57C,3A9,1.0
Backdoor.Graybird-b8c6f42091540caf959c5f816c3b30a2c84f93031292bcd29cc41b3bb4f9bda8,T1A,713,418,2D9,2C5,643,086,631,8EA,8A1,D39,283,B57,A4C,253,9D8,637,4DD,80F,49F,BAE,FC3,57D,3F9,1.0
Backdoor.Graybird-b8ff0d86c56138a367840fcfdd9fb22a6e81662f2587374bc7da963bd7932695,T13,4F1,6E8,3D6,7CE,292,0D6,531,CF8,492,868,243,797,58C,617,DD8,679,5DE,80F,08F,B7D,BC2,9AC,3BA,1.0
Backdoor.Graybird-ba96f8453e48690995c933fb5c2c66ddda190efb57210194df1d4a39567cb717,T17,E63,4D8,8D6,3CB,381,0C6,B30,4EA,492,5A8,743,B93,1DC,92B,ED4,535,59F,807,4DE,BB4,B95,89A,3FF,1.0
Backdoor.Graybird-baab9ad8886c8e2217215c04cafec5d183d1e867148ff7dab39ac3b405b0d32e,T12,F63,EBC,9C6,2CB,382,485,A31,4F9,491,5AC,243,B97,5CC,96B,ED4,135,4DF,80B,48F,BF9,782,99E,3FA,1.0
Backdoor.Graybird-bb3bcd7121f8fc69917389f87203921a174bdc227a86543480d0eb1e00424e03,T15,3F4,474,9C5,3C6,E41,049,D2A,CEF,A50,C95,34B,E43,4A8,157,B9C,323,07B,C8D,6EF,6AA,F89,578,2F7,1.0
Backdoor.Graybird-bb50e9e002128a3c9f93d264af4e428ddb1b17d052fdd7d3382eebd968752ba4,T11,323,C18,1E6,3C9,342,093,630,8D7,4B3,E34,687,753,64C,617,5E8,53B,9BD,80B,4AE,B69,FD6,129,3FE,1.0
Backdoor.Graybird-bbc2b33dd5221c657bc85954d7765dbaeea17c76cd081f0245b310266d729a9e,T14,5B2,318,9CA,3CB,381,085,A31,4F9,491,4AC,247,B97,5CD,A2B,ED4,135,5DF,80A,4CF,FB9,781,99E,3FA,1.0
Backdoor.Graybird-bc0d7b7b3bd4174a6a541b3a330761d73e33784bb20ec3af183d87af0b0d22a2,T1D,FE2,7F4,3C9,688,393,05F,A30,8E9,073,96C,1AB,755,F08,913,5AD,237,9A9,C0E,0DE,A6D,BD3,579,3EF,1.0
Backdoor.Graybird-bd5688c51d6dfccc1039fb219ab892c35ba24d9822d86ab40c97923c9c570d17,T10,F53,B0C,9D6,3CB,381,0D5,A31,4EE,491,998,283,B93,5CC,92B,ED4,135,49F,807,49E,BF5,B81,9AE,3FB,1.0
Packed.Generic.244-405ff75ba460c30acc0c447d5dfacbcf1747e0ccf14d43803f245a093a4606f6,T1D,B93,178,3CA,9CA,527,807,171,CAD,473,93F,9EB,B56,D08,3D1,4DE,171,0F9,40E,A9E,68F,AD3,17C,6A8,2.0
Packed.Generic.436-1a23287a403b7120948ca18d5c923b7758751d547e5c517df9d092e0ccc5b513,T15,B51,77C,A84,3C1,556,01A,4BE,9EB,660,D26,BD7,B13,248,1DB,E7C,133,47E,916,549,5DB,FC3,338,3B2,2.0
Packed.Generic.442-713be2c25660a73a654e607038b61b1481943a623e14ec83f576aa1ee324f119,T1A,D63,50F,3AE,2DC,63D,CCA,720,B58,D95,B20,80E,3DC,850,751,1E6,8A0,1F4,54B,69B,725,FD8,63B,E6B,2.0
Packed.Generic.446-5074d2b104067bbdc6d8f63c524208a7118737cda0aa67491218cb93e7c563be,T18,383,99C,583,2C1,2A5,069,DA2,4A7,475,4F5,3EA,F4A,BCC,25F,B78,322,2FD,CEB,40F,9D8,688,3DB,155,2.0
Packed.Generic.459-00d6abcff691d6a002415d014f92742dbf7a0e95404045a5ad5236e95867a7cf,T1A,894,6C8,28F,797,D52,CB6,520,FB8,932,82B,2DB,75E,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-036dfbafa87aad6c64d39188a29fbc2dbd7811174254e16b0e4b41a912b71818,T14,8A4,8D8,28F,7C7,D52,CB6,521,FB8,572,82B,2EB,75E,904,162,54D,17D,0B8,908,C3A,77F,AC6,4E8,FD8,2.0
Packed.Generic.459-0aaf78909cf5b80e9ffeb0c38d65dcf6c9fef8cfab2ddae8dc49586414184c59,T1D,3C4,6C8,28F,7D7,D52,CB6,520,FB8,932,82B,2DB,75E,904,261,44D,17D,0B4,A48,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-0b3bad40eaa85e5276f7752a2f206367e3c6383cea1665b2ceb38462d9956ba2,T10,315,6B8,28F,7C7,D52,CB6,530,FB8,972,82B,2D6,79E,904,262,54D,17D,0B4,908,C7A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-0fafa2116d6e4f64b3cdc3b45b6613ecaba5f1d51431ea1e4826009fa3d37e23,T1D,164,598,28F,797,D52,CB6,520,FB8,932,82B,2DB,79D,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-17807b69395a94c87cc26f69d0ef2ef5c6173616faa0b692f119006d42b67351,T1C,6C4,6B8,28F,7D7,D52,CB6,520,FB8,932,82B,2DB,75E,904,261,54C,17D,0B4,A48,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-1a3a3b3721f70b03304d66b058a1207a18a09b04607cb5534c7d21d9a85e9b0b,T1F,934,6C8,28F,B97,D62,C76,121,FB8,932,82B,2EA,75D,904,161,54D,27D,4B4,A0C,C3A,77F,9C6,4F8,FD8,2.0
Packed.Generic.459-1ab7a402f531ed3ff0804d08c7e788a30a9b7979a686a772a625de97bf912c45,T1F,B05,AC8,28F,7C7,D52,CB6,520,FB8,971,82B,2DB,79E,904,162,55D,13D,0B8,908,C7A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-1b1639aa5b7df9e22ed2831e3dce05b876f516baa8f22acfc45bad67b5a1ee11,T11,384,7A8,28F,7D7,D52,CB6,520,FB8,931,82B,2DB,75D,904,162,55C,17D,0B8,A08,D3A,7BF,AC2,4E8,FD9,2.0
Packed.Generic.459-1e8b814a4bd850fc21690a66159a742bfcec212ccab3c3153a2c54c88c83ed9d,T1B,674,6B8,28F,797,D52,CB6,520,FB8,932,82B,2DB,79D,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-1ef7749816a852b040dab62c5014f16fed7ca6eb8bffc17858a0fb1c735e1e4e,T1B,674,6A8,28F,797,D52,CB6,520,FB8,932,82B,2DB,79D,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-214bddab1ad8db29d7c9decb88020df62597aa4f216c515b79e51a131f1fe472,T15,555,907,B2F,35C,FDB,C5C,42B,252,9A2,C1D,282,319,37A,4C7,4EA,016,2C7,4A0,DEE,67D,6E6,3B4,9D1,2.0
Packed.Generic.459-2f51f383024959bfa2fb84c2ceb25165e8cbea46c80dfb5502372a023787b1e6,T1F,AB4,494,28F,7C3,D2A,C76,A22,F78,5B1,42B,9D6,34D,404,16A,44C,13D,AB8,B0A,EB5,77E,581,CE8,FDC,2.0
Packed.Generic.459-3815101cbf0bedf2cec3586347591f304a9e1b2ffe705d6432196d602efe4a4b,T15,B94,6D8,28F,B97,D52,CB6,520,FB8,572,82B,2EB,75E,904,162,54D,17D,078,908,C3A,77F,AC6,4F8,FD8,2.0
Packed.Generic.459-3bba14fa351b56736f18336c6c53b73d0c522821d53244b9443a82e1c7f5e0c8,T12,6B4,7A8,28F,797,D16,CB6,520,FB8,932,83B,2DA,79D,904,261,44D,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-3faca97a1e578ff05a6e572f735fd7f3d395d451a590b4902555a6b366b78457,T10,F74,798,28F,7D7,D62,CB6,520,FB8,932,82B,2DA,79D,904,261,54C,17D,0B4,A4C,D3A,77F,9C2,4E8,FD9,2.0
Packed.Generic.459-40eae7ab95d657fb8f92e93893c0b1198fba354d24bbae6e14f9f3d2b67a581b,T15,C25,698,28F,797,D16,CBA,420,FB8,936,43B,6DA,79D,904,261,48D,13D,0B4,A4C,D3A,77F,9C2,4E8,FD9,2.0
Packed.Generic.459-4848e5b93db4f8f84c6a42964c9e9f34de6301cde178efa50000dbd0add961f8,T1C,6A4,798,28F,7D7,D52,CBA,520,FB8,932,82B,2DA,75D,904,261,54C,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-48d19a47fcd1606c2128e43c511b85107074d1575427277ac5da6c4fb92a910a,T15,864,698,28F,797,D52,CB6,520,FB8,932,42B,2DB,79D,904,261,58D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-4af525d622d718e7e826421a5f0497fce2d7161a1d7a74e1855f08bf54235e48,T1C,FF3,178,182,5C0,13F,04B,F23,C59,1F1,46D,A6A,A4D,944,17F,648,22D,FEC,B4B,6FA,3BE,586,DA8,DDC,2.0
Packed.Generic.459-4c239e4738a92d5619bc54f5c71e1e7d91b52533fb3084d2b59625411f571b8b,T12,CF3,8DE,6DF,1CF,396,889,332,9EA,8E1,E54,183,747,589,207,9D1,1B1,0EE,C06,88E,7B1,FC1,6D7,6FA,2.0
Packed.Generic.459-4e23ab64fa716f8c029624f913a5528634baba7b503f97039035b373f979150b,T1C,834,7C8,28F,7C7,D52,CB6,530,FB8,572,42B,2D6,B5E,944,162,54D,23D,0B8,90D,C7A,7BE,AC2,4E8,FD8,2.0
Packed.Generic.459-505bba216a397c03f8f7b199aa7b8ee855d573acabe4feab68ea754552dc3638,T1F,DF4,698,28F,797,D56,CB6,520,FB8,932,82B,2DA,75E,904,261,44C,17D,0B4,A4C,D3A,77F,AC2,4F8,FD9,2.0
Packed.Generic.459-5e36491adc58d36413844bf77dec3cf05f5c54db4f0f3222094cede52dd20250,T16,794,7A8,28F,7D7,D66,CB6,520,FB8,932,82B,2DA,75D,904,261,54C,17D,0B4,A0C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-5f414bb02294f0206d7faed97ebbdaa73598c5e93089f92f08439c441373080b,T1C,164,598,28F,797,D52,CB6,520,FB8,932,42B,2DB,79D,904,261,58D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-63b5427786cff03648827dcfbaabebffe9b95eac300472aa62835c5ee0e79952,T1B,B15,172,B2E,38C,B9B,C5D,52B,642,9F2,C0C,542,319,376,4DB,0E6,01A,7C7,2A1,DFE,77D,6E2,A70,8D5,2.0
Packed.Generic.459-6415395860da34f7eccb31a2088e6c85370920f3a94bfe58fd158b1a1696de2a,T1C,4B4,7A8,28F,797,D56,CBA,430,FB8,932,82B,6DA,75D,904,261,44D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-690abd0547a6a385d6889aa9494d4c6572c5bdd0a216ba19d451b27bdb673d03,T11,C24,7B4,286,9C6,17B,447,F23,CA8,5F1,42E,A9B,54D,804,17B,548,12D,EEC,B0B,7F9,77F,A82,CA8,DDC,2.0
Packed.Generic.459-6a940d6390897ae6b48247fb688b3ab7ec24be63fbfe4d21278f8d0234e259ac,T1F,3B4,394,28F,7C3,D2A,C76,A22,F78,5B1,42B,9D6,74D,404,16A,44C,13D,AB8,B0A,EB5,77E,581,CE8,FDC,2.0
Packed.Generic.459-6b6a2c973e26b4df5811a8977314d75c8f16be4f339709396719458d47044927,T19,784,184,28F,7C7,D2A,C76,A22,F78,5B1,42B,9D6,74D,400,16A,44C,13D,AB8,B0A,EB5,77E,581,CE8,FDC,2.0
Packed.Generic.459-6bd57c2f8a3f48394a8ad4d86156f170fe3c9216ce5ed181af4b9cd28cf6cd68,T1D,F94,8D8,28F,797,D52,CB6,520,FB8,972,82B,2DB,75E,904,162,54D,17D,0B8,908,C3A,77F,AC6,4F8,FD8,2.0
Packed.Generic.459-6f1c56439369077eb7a71589ac4eaf40b786630541e03f440b5d0ec8573b6f14,T19,394,6C8,28F,7D7,D52,CB6,520,FB8,972,82B,2DB,75E,904,162,54C,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-6f9871dd1c8d32f573af024b2e1266a45335b25d9dac7da43e13b95d8674b991,T1F,494,8C8,28F,797,D52,CBA,520,FB8,972,82B,2DB,75E,904,162,54D,17D,0B4,908,C3A,77F,AC6,4F8,FD8,2.0
Packed.Generic.459-6fd527f97246c1dd2f490592e92929cbd220facdaeb51c2ac0746a2d6afa4fdf,T1D,FE4,8A8,28F,7D7,D62,CB6,521,FB8,932,82B,2DA,75D,904,261,44C,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-77499c6177ab8679acc3e56ffe5e259d6d6b25601393288c66edd0abb99d1c8a,T1D,6F3,0B8,3C6,AD6,563,486,130,CBC,972,43E,3AB,69E,904,172,54D,275,4B8,E4C,87E,79F,AC7,8FC,ADC,2.0
Packed.Generic.459-7e9042c93369a37c040e5f8e2a82f5c1aa822c2a980ea5b6407ceb95358973ad,T11,394,7B8,28F,797,D52,CB6,520,FB8,932,82B,2DB,75E,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-830e78e59168bc9dac1620914be9c3496f14cbe88da845657aad553ccd3166b0,T13,005,7B8,28F,797,D52,CB6,520,FB8,972,82B,2DB,75E,904,261,54C,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-89505c4ce4333973404152b4d282a2db465b55695f3f4a3d99302d41e71a37c9,T10,3D4,8C8,28F,7D7,D56,CB6,520,FB8,932,42B,2DB,79E,904,261,44C,17D,0B4,A48,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-8acdc4645bfb9f66a12ecdf08f10b2521c1c5abe09362da80ace6cf8d2cb97d9,T12,A25,798,28F,797,D16,CBA,420,FB8,936,43B,6DA,79D,904,261,48D,13D,0B4,A4C,D3A,77F,9C2,4E8,FD9,2.0
Packed.Generic.459-8b33c1d9e943e1e10a16413b9f15224dbba0985a0b7d7c64ba5846ffc456b2eb,T17,715,B14,28F,7C3,D2B,C76,A22,F78,5B1,42B,9D6,74D,404,16A,44C,13D,AB8,B0A,EB9,77E,581,CE4,FD8,2.0
Packed.Generic.459-94e82f70d4868e71f0a5692ee7427de1ba82023eb29c903f8709f32be68389fa,T15,784,7A8,28F,797,D52,CB6,520,FB8,932,42B,6DB,79D,904,261,48D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-9a0d060554e226aeea332c88eac9a398c0eb2369d18b4ed026e552937e005f7f,T1B,7A4,7A8,28F,797,D52,CB6,520,FB8,932,82B,2DA,75E,904,261,44D,17D,0B4,A4C,D3A,77F,AC2,4F8,FD9,2.0
Packed.Generic.459-9a21a5ff38c96546fe8cc265e528545c4af6c1c1f9f0425a18b100f6668f15b3,T18,373,0D8,7C6,5D1,683,40F,031,CB9,877,83F,197,E9A,E48,3A6,9CD,232,5F9,94E,49F,68F,AD3,17C,268,2.0
Packed.Generic.459-9c31fae7e63fab99afa523523a522406d31efc2fc8911cc66a2a01d3aac7f3ec,T1A,1C2,318,2C6,9C5,243,44B,531,CB8,877,83F,16B,EAE,E44,3A5,98E,322,1F5,A4D,09F,69F,EE3,07D,16D,2.0
Packed.Generic.459-9f2f873d5dc70f42e4908fe27e07335d3af9cb66138b8ccc1702e0bb3f19b93c,T1F,124,63C,7CA,591,997,05E,232,C55,971,83E,3E6,F4A,D0A,361,48D,23E,8BC,D4D,85E,68F,BC3,9EC,2E4,2.0
Packed.Generic.459-9fbad03e4fa9ff326f01f4db9c104a6f9eaa45c395c9b18a8e1c20bbfffdf83d,T1A,674,6A8,28F,797,D52,CB6,520,FB8,932,82B,2DB,79D,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-a0d548572e73075a60c4f4b969ebb710715f1548e2793e75b9302d4b112d0c6d,T1B,084,798,28F,797,D16,CB6,520,FB8,936,42B,6DB,79D,904,261,48C,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-a504e7a61acabbadb0b7da8ad32b371bd3cc96438da513076cc4099a6b893da3,T17,1A4,E64,28F,7C3,D2B,C76,A22,F78,5B1,42B,9D6,74D,404,16A,44C,13D,AB8,70A,EB9,77E,581,CE8,FD8,2.0
Packed.Generic.459-aa780f5d84f401e8d91a82ec648129c76a4cb560e24d31a0e4894bbf59216254,T1A,254,8C8,28F,7C7,D52,CB6,530,FB8,972,42B,2DA,79E,904,162,58D,13D,0B4,94C,C7A,77E,AC2,4E8,FD9,2.0
Packed.Generic.459-ab53105c89c2b60cd3c71af68b54c9ddf8d67f51ed8e2b8246950a76e71e5b8e,T1C,115,688,28F,797,D16,CBA,420,FB8,936,42B,6DB,79D,904,261,48D,13D,0B4,A4C,D39,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-b94ba3366281d25ea57e8a95611f6c0d49e4eba43d31b52e226eb8bd7241bfbb,T1E,CD3,2A8,3C6,9D6,263,08B,531,8FC,A72,87D,36F,59E,904,172,589,271,4B8,E4C,86E,79F,AC7,8FC,9DC,2.0
Packed.Generic.459-bb21142319ca5cd9f9421a3c72ff3790214e7a3338a5a4af178ffe163439a987,T1C,6D4,294,28F,7C3,D2A,C76,A22,F78,5B1,42B,9D6,74D,404,16A,44C,13D,AB8,B0A,EB5,77E,581,CE8,FDC,2.0
Packed.Generic.459-bee0217c1a15eb06b4e1ec2053b552f6d959bcb7f0e8a4c52f2aa6b08639f808,T19,825,798,28F,797,D16,CBA,420,FB8,936,42B,6DB,79D,904,261,44D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-c1277fe78f0ddd35e79823e50d9c5c6818e8d71f35f72be9fa291e57a08231cc,T18,884,6A8,28F,797,D52,CB6,520,FB8,932,42B,2DB,79E,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-c284808faf0e9c6c3aa49bba3a39113237ebc5dc9373fcb4fe6abeefbd57c475,T14,6F3,7CE,6DF,1CF,396,889,732,5EA,8E1,E44,183,787,589,207,9D1,1B1,0EE,C06,88E,7B1,FC1,6D7,6FA,2.0
Packed.Generic.459-c6c8c29d4d3ea2021efe4aade2ac785e43617039109e2d0a334bb6e14ed4b02e,T15,A25,A17,B2F,38C,FD7,C5C,42B,252,9A2,C1D,292,319,37A,4C7,4EA,016,2D7,4A0,CEE,67D,6E6,3B4,9D1,2.0
Packed.Generic.459-cad1d8ddc393f8e5c99fe4b3a229d43c0daad3a05601a04e1015858746a0f72c,T1C,305,7A8,28F,7D7,D52,CB6,520,FB8,932,82B,2DA,75E,904,261,44D,17D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-cbb510a3dc80802cf748aa8a300b68c86dab31b98d376da140424c8caa2ce63f,T1A,E64,8B8,2CF,387,D52,CB6,520,FB8,871,82B,2DB,79D,904,261,48D,17D,4B4,90C,D7A,B7E,AC2,5E8,FD9,2.0
Packed.Generic.459-cc8ba0292c86b520bf40a54725729cd8996b1526565e0d3c13edc5ea926d37f2,T17,815,6C4,28F,B97,D62,CB6,521,FB8,932,82B,2EB,75E,904,161,54D,17D,074,A08,C3A,77F,AC6,4F8,FD8,2.0
Packed.Generic.459-cd61577fcc4e233d93257fee3ca48b9a047439a1d4a63c9bcf6bf1e5cae362f9,T13,484,6B8,28F,7C7,D52,CB6,520,FB8,971,83B,2DA,79E,904,252,58D,17D,0B4,90C,D3A,77E,AC2,4E8,FD9,2.0
Packed.Generic.459-cee1070329d89c7e8b91fd447637c660ce7c85be47b4e3d397a8a5df1a69543c,T13,F73,2D8,7C6,5C1,693,44B,131,CB9,876,C3F,197,E9A,E04,3A2,9CD,332,4F9,94E,49F,69F,AD3,17C,2A8,2.0
Packed.Generic.459-d1a1c48eee2997b966866aff1e91e05d606283454a6c4d8a14b4e0608089c575,T16,394,8C8,28F,797,D52,CB6,520,FB8,572,82B,2EB,75E,904,162,54D,17D,0B8,908,C3A,77F,AC6,4F8,FD8,2.0
Packed.Generic.459-df81db69dfeea1069747017293171e41ae078264032f6ae322192eca2e0ceb18,T1A,914,8B4,286,5C6,17F,047,F23,CA8,5F1,42D,A96,649,804,17F,549,12D,FEC,B0B,7FA,77E,A82,CA8,EDC,2.0
Packed.Generic.459-e01a6feaf948054fda71f7cc2186c06b8b0b34ee1d67bf8f474a8d3ab3476cf7,T1C,6A4,6B8,28F,7D7,D56,CB6,520,FB8,932,42B,2DB,79E,904,261,54C,13D,0B4,A48,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-e25248e56c0a1c4f41e0d41d15bd8174bdb1154fad585bf2f2f8196a61798fbd,T1B,6A4,8B8,28F,3C7,D52,CB6,530,FB8,972,82B,2DA,79E,904,162,55D,17D,0B4,908,C7A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-e316f11b798e6fe8cb480f6593a247f0904d9b73d34b20a0779cb7e10595d58f,T10,905,E14,28F,7C3,D2A,C76,A22,F78,5B1,42B,9D6,75D,404,16A,04C,13D,AB8,B0A,EB5,77E,581,CE8,FDC,2.0
Packed.Generic.459-eb7c1601884b212effd5de39a9a03ed1906f7780cc2e83efbebdeba9b99600bb,T13,BE4,798,28F,7D7,D52,CB6,520,FB8,932,82B,2DA,75E,904,261,54D,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-ed473a0c51bce88c92572db81a114854fe32bc13e51439437781224d123b1db6,T14,6F3,8CE,5DF,1CF,396,889,332,9EA,8E1,E54,183,787,589,207,9D1,1B1,0EE,C06,88E,7B1,FC1,6D7,6FA,2.0
Packed.Generic.459-ef5f6188077b4af8447716698d3bf7256e3d52746d7caf89a7cb662c225a0702,T1D,5F4,7C8,28F,797,D52,CB6,520,FB8,972,82B,2DB,75E,904,162,54C,13D,0B4,A4C,D3A,77F,AC2,4E8,FD9,2.0
Packed.Generic.459-f0b78c237246d4feae48fb025e061955f18d8c12674a3446669b3ea0a665bfee,T13,9F3,0B8,3C7,AD6,563,486,130,CBC,972,43E,2AB,69E,904,172,54D,275,4B8,E4C,87E,79F,AC7,8FC,ADC,2.0
Packed.Generic.459-f9f09f8f0fb86c6a69d5118ca0e0320c8f9dfc7ff6130ae94a830d315478db95,T13,505,4A4,28F,7C7,D2A,C76,A22,F78,5B1,42B,9D6,74D,400,16A,44C,13C,AB8,B0A,EB5,77E,581,CE8,FDD,2.0
Packed.Generic.459-fa2d736ba0c93a5e1a3df9c219579f4f70d588df49d365345b9a7cd3f1c6f6be,T1F,CA4,834,9ED,9C4,22F,40B,F33,F68,6F1,43D,906,54A,881,2BB,4C6,21D,7DC,70B,BF9,A7E,5A1,E14,9E8,2.0
