,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,LABEL
Backdoor.Graybird-946b3de2c3b514a6c2efe10f2b71f28ee63a9b6730a24a7eba83aa0cf5c5341d,T1,B1,03,5E,C2,DA,3C,E2,52,09,75,31,8F,94,E2,91,82,87,79,75,8C,61,79,D8,17,A5,DD,80,F0,8F,FB,DB,C2,9A,C3,B6,1.0
Backdoor.Graybird-95d4ffb8d58ae1108f465097fc357a901f9e00da85ec8d3adecb017be08edc7a,T1,FC,E2,80,42,D9,78,93,E2,09,BB,30,8D,A4,52,95,82,DA,35,2A,4C,91,35,EC,27,79,9C,C0,F0,DE,B6,4F,D2,57,93,FF,1.0
Backdoor.Graybird-963cd338182a57b18f2a85b8a36f5617a8c91fda7f68627cab80fad0a8e08c45,T1,9F,45,47,C9,87,0D,05,A2,06,ED,A3,A9,B5,B0,9F,43,E9,F5,DB,CC,12,B7,B4,32,16,BC,EF,B4,0F,4C,95,89,2D,61,91,1.0
Backdoor.Graybird-967456f14643ad8f8bab3ed0b5468ff69704502ae64b5c37f66d43eb71ee5909,T1,66,63,8B,82,DA,3C,93,43,44,B2,31,8E,A8,B3,D3,82,87,75,6A,58,25,74,D8,53,65,ED,80,E4,AF,76,EF,D3,13,93,F9,1.0
Backdoor.Graybird-97d6d5d2bfd16a21b6b02bc9bb883dbcd437d0a71f34eebe95d8419a8b80eb89,T1,A0,23,9E,41,E6,3C,93,82,08,77,30,8D,B8,63,E3,46,87,75,26,5C,21,75,E4,93,B9,BD,80,B4,AE,B6,9F,D6,13,93,FE,1.0
Backdoor.Graybird-98970c86f23de51867088ebeda57ac2ea32d14ce4aea3b1ce33d30f7482a6448,T1,47,23,C1,81,EA,3C,93,42,0C,77,30,8D,B8,63,A3,46,87,75,35,4C,11,79,E4,A3,A5,BD,80,74,AE,BA,9F,D2,57,93,FE,1.0
Backdoor.Graybird-9a3a9d7c1d351acf199e6bd2b341f60fee80d72b2775e0cb823397a501994860,T1,D9,63,AE,82,DA,2C,93,43,44,72,31,8E,B8,73,D3,82,87,75,6A,18,25,79,E8,53,65,FD,80,A4,EE,7A,DF,D3,13,93,F9,1.0
Backdoor.Graybird-9aa73f468e17862621a2fad53b9d4d7b2e739f4529ca0271244b5306e4eab8d6,T1,3F,F2,8D,43,C9,6C,83,93,45,FA,31,8E,94,72,D2,C1,AB,35,5B,08,91,35,AD,23,79,E9,C0,E0,DE,A6,DB,D3,57,83,EE,1.0
Backdoor.Graybird-9b214aadee23c6591c9ff73d0f579e35b8b2dee1b7ab8e5cfbd75a5a21bb885a,T1,F5,72,DF,C2,D9,3C,A3,82,09,B5,31,8E,D4,92,95,82,57,35,35,8C,62,7D,D8,17,99,DD,80,B0,8F,B7,AF,C2,87,93,FB,1.0
Backdoor.Graybird-9c1495b62ed7d9ed9e1c812aed748f99a5fb67d1a2ec3fdc92d72e2cee7a387d,T1,E7,F1,7F,83,D6,7C,E2,92,0C,65,31,CF,94,92,86,82,43,79,75,8C,61,7D,D8,67,95,DE,80,F0,8F,B7,DB,C2,9A,C3,BA,1.0
Backdoor.Graybird-9e2df649e165d2c1d71aecc2e127fc76d8d47d0d81a89c163eae69820d37bf20,T1,FC,73,45,85,C6,3C,B3,D1,08,6A,30,4E,90,A2,5A,C3,57,B9,35,CC,92,BE,94,13,55,AF,C0,74,DE,BB,57,91,8A,A3,FF,1.0
Backdoor.Graybird-9fb2b93a16534f2ee2ca6ae8290af116472da4351149a234accca893dba2a0f2,T1,AB,13,A0,81,E9,3C,93,42,08,77,30,8D,B8,63,E3,46,87,75,26,5C,11,75,E4,93,A9,BD,80,B4,EE,7A,9F,D6,13,A3,FE,1.0
Backdoor.Graybird-a035a8b8a7aacc5376be19dc3391fd2a77015718b8cf24d78052ac937b1728a7,T1,9C,82,2B,82,DA,2C,A6,93,0E,57,61,CD,AC,D0,E6,43,C3,75,26,4C,50,39,F4,63,E8,DE,81,74,5E,B9,9F,C1,63,A3,FA,1.0
Backdoor.Graybird-a0498a02cb192000d067d4f36547b86cb08637ee7a481600e910092c19a9ce9f,T1,0A,92,9A,42,C9,64,83,F2,1B,FF,14,8D,94,62,94,82,FD,36,1B,08,C1,36,7D,2B,BE,64,C4,A0,DD,A2,5B,D6,9B,52,FF,1.0
Backdoor.Graybird-a0a04c1fabf634b2f915f759027d71530989359d81650c39616c53fd5ebed357,T1,60,A3,47,89,C6,3C,B3,81,09,6B,30,4E,D0,92,59,87,47,B9,35,DC,92,BE,94,13,65,9F,C0,74,DE,BB,1B,85,8A,A3,FF,1.0
Backdoor.Graybird-a1fd6d8666fb7b058edc88955c022b3e35e36da23edbd184264ef39fa45805eb,T1,F8,72,67,42,C9,64,93,F2,1B,FF,14,8D,90,62,94,82,FD,32,1B,48,D2,26,7D,27,BE,64,C4,A0,DD,92,4B,D6,9B,53,FF,1.0
Backdoor.Graybird-a221b13a700b9045f22cd0d311320249d702dc9c524a63c481ef897d8c942ff6,T1,9B,43,B1,82,C6,9C,52,43,44,B4,31,CB,98,77,83,A1,6B,FA,AD,44,3A,19,CD,32,61,F9,94,E0,9F,79,FE,E3,47,C2,6D,1.0
Backdoor.Graybird-a227a623250f4c7c092fe77a5c045c32ad70c823e62f7bb33aa5ac1f008f1495,T1,EB,72,4E,C2,DA,3C,E2,42,09,75,31,8F,94,E2,D6,82,47,79,75,8C,61,79,D8,17,A5,ED,40,F0,8F,BA,DB,C3,9A,C3,B6,1.0
Backdoor.Graybird-a4492c845667ef93abaf271159c99086b3859c054a659175e868d70abdfff9b5,T1,9F,D2,29,83,DA,6C,93,43,84,B5,32,8F,A4,B2,C3,D1,47,75,AA,54,25,38,D9,23,61,EE,80,E4,CF,76,EB,D3,57,C3,A9,1.0
Backdoor.Graybird-a76cec89ebfc66826a15c42805bf44594a8a6b253ddd6604640b3266f35cae11,T1,A4,12,5F,83,DB,3C,E2,91,4C,75,31,CF,C8,92,82,82,47,79,75,48,A1,7D,E8,17,95,ED,80,B0,8F,F6,AF,C2,96,87,B9,1.0
Backdoor.Graybird-a7a720a29e06215ed50f840a8d18f38825bfbbd4a42e07559b96d2f697bb9790,T1,1F,A2,21,85,C6,38,B3,D2,0D,56,35,8E,D0,E0,99,93,83,B9,33,CC,46,7D,94,03,64,9F,80,A5,9E,BB,57,C6,6B,B3,EB,1.0
Backdoor.Graybird-a7f764ea4a46e90e7099c57efc98ae694eaa367fdcac8d476fe4909a28f6f93e,T1,A5,53,BE,89,DA,2C,B7,81,0D,5B,30,4E,D4,91,99,82,83,B8,35,CD,92,BE,D4,63,54,DF,80,74,8F,BF,5B,81,99,E3,FA,1.0
Backdoor.Graybird-a9b74966b43fc58513bdebe3503b486e27223be89656081715866bd929bcb6c1,T1,9A,72,5E,C2,DA,3C,E2,42,08,75,31,8F,94,E2,95,82,47,79,75,8C,61,79,D8,17,A5,DD,80,F0,8F,BA,DB,C3,9A,D3,FA,1.0
Backdoor.Graybird-aa7c621dd35e31ae61d7a2b36dc4e515485c4e56c4ce9a133dea31594a5ab6e8,T1,82,F2,7D,43,C9,68,83,93,45,FA,31,8E,94,73,D2,C1,AB,35,5B,08,91,35,BD,23,79,A9,C0,E0,DE,A6,DB,D3,57,83,EE,1.0
Backdoor.Graybird-abfe016fe929fdfce4bfc9426a4bf7e6b99e4faeba2a4d3603912c414cff4b01,T1,9D,53,B1,89,D6,38,B3,D1,09,6B,30,4E,90,91,58,82,97,B9,35,CC,92,BE,E8,17,65,9F,C0,70,CE,FB,57,81,99,A3,FF,1.0
Backdoor.Graybird-ac449976a1b7cb50b8e71f28be4ef44bd6f6642e3b0c5ccdfb26822e79b98537,T1,87,43,5F,82,C9,6C,53,93,09,B6,31,8E,A4,72,D2,82,D7,75,6A,48,51,35,AC,23,78,AD,80,F0,DE,7A,DF,C3,57,93,FE,1.0
Backdoor.Graybird-ac4add28458e73105e8f654da05566e4015098744e8aebb3204aee72caa57e9e,T1,1C,33,80,8A,D6,3C,F3,82,48,5A,31,4F,94,D1,49,D2,43,B8,75,C9,96,BE,D4,13,11,DF,80,A4,CF,BB,97,82,99,E3,FA,1.0
Backdoor.Graybird-ad74a71d3a7f3b6b6210cc7dd1d30b3663949dd5ef418dbd619adf39ca5c48ba,T1,74,D2,FE,85,CE,2C,A7,87,08,59,31,4F,95,A1,87,93,57,B8,75,C8,1A,7D,98,13,20,AE,81,D0,CE,BF,E7,C3,5B,D3,EA,1.0
Backdoor.Graybird-ad90f50d4ca71148c1a52506f79f120410d3181462295f8524580688548a0396,T1,74,A2,EC,89,DA,3C,F3,91,0C,5A,30,8F,C4,91,49,82,47,B9,74,CD,92,BE,D4,57,45,DF,80,74,8F,FB,6B,81,89,A7,BA,1.0
Backdoor.Graybird-ad96e019652bae1367bbbde130c9e6e7098048b89b82f89353ea0aa688f49b10,T1,48,E2,91,42,D8,78,93,A1,09,BB,30,8D,A4,61,95,82,DB,35,2A,4C,91,35,FC,27,B9,AD,C0,B0,CE,B6,4F,D2,57,93,FF,1.0
Backdoor.Graybird-ad9900cf8bf77c5291d6583fa7d2bf68ad622e2404b85bd87fc99b4a76cf9ee1,T1,8D,A2,09,83,D6,6C,92,43,44,B5,31,CF,94,B2,83,D1,47,B9,BD,48,76,69,DD,23,65,ED,80,E0,8F,BA,EB,C3,46,C3,A9,1.0
Backdoor.Graybird-ada0d13de57259ca50f6c6137799d46819ad67d2730c83da6e11cf07eec1f93f,T1,09,53,D8,89,C6,38,F3,91,0A,AB,20,4E,D0,81,58,C6,67,A9,75,DC,93,BE,D8,17,55,9F,C0,70,DE,FB,1B,44,C9,A3,EB,1.0
Backdoor.Graybird-ae51172509ee5dc56c8f1c971c67fcf819300950ca16836957b08483d575ed52,T1,BC,23,6B,41,D5,38,93,92,0A,BB,20,8D,B4,73,A6,46,CA,32,27,0C,91,75,68,53,BE,7C,C0,B4,ED,B6,4F,E6,57,63,EF,1.0
Backdoor.Graybird-afee8e31fe9fb0951bdb8389508c98a1de93dbf3beb5eab5725263e529f36abb,T1,97,14,C6,F3,DB,1C,C2,2A,C8,D2,31,EA,8C,A2,E2,95,4A,79,ED,44,35,04,EA,17,10,F4,50,F1,9F,76,DF,C6,53,AA,79,1.0
Backdoor.Graybird-b0e89e830426555734cc9364af793e2d18c2da4c2637ba0a4958fdefaf4c4f3b,T1,51,64,46,91,D5,38,93,B2,8E,C7,18,D9,C8,E0,F8,43,87,7A,67,8C,51,79,90,17,A8,9B,C0,A0,6E,66,4F,C8,77,77,EF,1.0
Backdoor.Graybird-b4b202425d9d0632578ac630d5d3399c1e978c392bccc49015d296804c2d050e,T1,4F,E2,6F,43,C9,6C,83,93,05,FA,30,8E,90,73,96,C1,AB,75,5F,08,91,35,AD,23,79,A9,C0,E0,DE,A6,DB,D3,57,93,EE,1.0
Backdoor.Graybird-b50c771b0643fcc2080eafe121cb24dc5f21cbdb5ee1d6a80833e7c892d0c42d,T1,F0,23,D0,81,E6,3C,92,42,08,36,30,8D,B8,B3,E3,46,87,75,36,4C,51,75,E4,53,B9,BD,80,B4,AE,BA,9F,D2,57,93,FE,1.0
Backdoor.Graybird-b62439942588e8e2953b38988d69c96093a848cbd09b6c56ff8a90a46acdeee1,T1,4E,D2,0E,42,C5,78,93,E2,0A,BE,30,8D,A0,62,95,82,DA,75,2B,4C,D1,25,BC,17,7D,A8,C0,F0,DE,A6,5B,D3,57,93,FF,1.0
Backdoor.Graybird-b66dc00d759d7e7bd24d8a7ffea8a7629b7d498777351a92b218c94084490813,T1,1B,23,AB,42,E6,3C,93,43,08,72,31,8D,B8,B3,D3,86,87,75,26,18,25,75,98,53,B9,BD,80,F8,AE,B6,DF,D6,13,93,ED,1.0
Backdoor.Graybird-b76eaa093ad34277a7a5edbc5fb0baa5a29e0225f975fff671c4640b229a4b7b,T1,60,A2,F9,83,D6,6C,92,43,44,B5,31,CF,94,B2,83,D1,47,B9,BD,48,76,69,DD,23,65,ED,80,E0,8F,BA,EB,C3,46,C3,A9,1.0
Backdoor.Graybird-b7736881b6aa7a0bf18c5e27ba9055755ffde26b3664c0cc2170381946bfa384,T1,48,C2,2B,83,DA,2C,97,43,84,A1,32,8F,94,B2,C3,D1,43,75,AA,58,29,38,DD,13,61,EE,40,E4,DF,7A,EB,D3,57,C3,A9,1.0
Backdoor.Graybird-b8c6f42091540caf959c5f816c3b30a2c84f93031292bcd29cc41b3bb4f9bda8,T1,A7,13,41,82,D9,2C,56,43,08,66,31,8E,A8,A1,D3,92,83,B5,7A,4C,25,39,D8,63,74,DD,80,F4,9F,BA,EF,C3,57,D3,F9,1.0
Backdoor.Graybird-b8ff0d86c56138a367840fcfdd9fb22a6e81662f2587374bc7da963bd7932695,T1,34,F1,6E,83,D6,7C,E2,92,0D,65,31,CF,84,92,86,82,43,79,75,8C,61,7D,D8,67,95,DE,80,F0,8F,B7,DB,C2,9A,C3,BA,1.0
Backdoor.Graybird-ba96f8453e48690995c933fb5c2c66ddda190efb57210194df1d4a39567cb717,T1,7E,63,4D,88,D6,3C,B3,81,0C,6B,30,4E,A4,92,5A,87,43,B9,31,DC,92,BE,D4,53,55,9F,80,74,DE,BB,4B,95,89,A3,FF,1.0
Backdoor.Graybird-baab9ad8886c8e2217215c04cafec5d183d1e867148ff7dab39ac3b405b0d32e,T1,2F,63,EB,C9,C6,2C,B3,82,48,5A,31,4F,94,91,5A,C2,43,B9,75,CC,96,BE,D4,13,54,DF,80,B4,8F,BF,97,82,99,E3,FA,1.0
Backdoor.Graybird-bb3bcd7121f8fc69917389f87203921a174bdc227a86543480d0eb1e00424e03,T1,53,F4,47,49,C5,3C,6E,41,04,9D,2A,CE,FA,50,C9,53,4B,E4,34,A8,15,7B,9C,32,30,7B,C8,D6,EF,6A,AF,89,57,82,F7,1.0
Backdoor.Graybird-bb50e9e002128a3c9f93d264af4e428ddb1b17d052fdd7d3382eebd968752ba4,T1,13,23,C1,81,E6,3C,93,42,09,36,30,8D,74,B3,E3,46,87,75,36,4C,61,75,E8,53,B9,BD,80,B4,AE,B6,9F,D6,12,93,FE,1.0
Backdoor.Graybird-bbc2b33dd5221c657bc85954d7765dbaeea17c76cd081f0245b310266d729a9e,T1,45,B2,31,89,CA,3C,B3,81,08,5A,31,4F,94,91,4A,C2,47,B9,75,CD,A2,BE,D4,13,55,DF,80,A4,CF,FB,97,81,99,E3,FA,1.0
Backdoor.Graybird-bc0d7b7b3bd4174a6a541b3a330761d73e33784bb20ec3af183d87af0b0d22a2,T1,DF,E2,7F,43,C9,68,83,93,05,FA,30,8E,90,73,96,C1,AB,75,5F,08,91,35,AD,23,79,A9,C0,E0,DE,A6,DB,D3,57,93,EF,1.0
Backdoor.Graybird-bd5688c51d6dfccc1039fb219ab892c35ba24d9822d86ab40c97923c9c570d17,T1,0F,53,B0,C9,D6,3C,B3,81,0D,5A,31,4E,E4,91,99,82,83,B9,35,CC,92,BE,D4,13,54,9F,80,74,9E,BF,5B,81,9A,E3,FB,1.0
Packed.Generic.244-405ff75ba460c30acc0c447d5dfacbcf1747e0ccf14d43803f245a093a4606f6,T1,DB,93,17,83,CA,9C,A5,27,80,71,71,CA,D4,73,93,F9,EB,B5,6D,08,3D,14,DE,17,10,F9,40,EA,9E,68,FA,D3,17,C6,A8,2.0
Packed.Generic.436-1a23287a403b7120948ca18d5c923b7758751d547e5c517df9d092e0ccc5b513,T1,5B,51,77,CA,84,3C,15,56,01,A4,BE,9E,B6,60,D2,6B,D7,B1,32,48,1D,BE,7C,13,34,7E,91,65,49,5D,BF,C3,33,83,B2,2.0
Packed.Generic.442-713be2c25660a73a654e607038b61b1481943a623e14ec83f576aa1ee324f119,T1,AD,63,50,F3,AE,2D,C6,3D,CC,A7,20,B5,8D,95,B2,08,0E,3D,C8,50,75,11,E6,8A,01,F4,54,B6,9B,72,5F,D8,63,BE,6B,2.0
Packed.Generic.446-5074d2b104067bbdc6d8f63c524208a7118737cda0aa67491218cb93e7c563be,T1,83,83,99,C5,83,2C,12,A5,06,9D,A2,4A,74,75,4F,53,EA,F4,AB,CC,25,FB,78,32,22,FD,CE,B4,0F,9D,86,88,3D,B1,55,2.0
Packed.Generic.459-00d6abcff691d6a002415d014f92742dbf7a0e95404045a5ad5236e95867a7cf,T1,A8,94,6C,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-036dfbafa87aad6c64d39188a29fbc2dbd7811174254e16b0e4b41a912b71818,T1,48,A4,8D,82,8F,7C,7D,52,CB,65,21,FB,85,72,82,B2,EB,75,E9,04,16,25,4D,17,D0,B8,90,8C,3A,77,FA,C6,4E,8F,D8,2.0
Packed.Generic.459-0aaf78909cf5b80e9ffeb0c38d65dcf6c9fef8cfab2ddae8dc49586414184c59,T1,D3,C4,6C,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,14,4D,17,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-0b3bad40eaa85e5276f7752a2f206367e3c6383cea1665b2ceb38462d9956ba2,T1,03,15,6B,82,8F,7C,7D,52,CB,65,30,FB,89,72,82,B2,D6,79,E9,04,26,25,4D,17,D0,B4,90,8C,7A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-0fafa2116d6e4f64b3cdc3b45b6613ecaba5f1d51431ea1e4826009fa3d37e23,T1,D1,64,59,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-17807b69395a94c87cc26f69d0ef2ef5c6173616faa0b692f119006d42b67351,T1,C6,C4,6B,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4C,17,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-1a3a3b3721f70b03304d66b058a1207a18a09b04607cb5534c7d21d9a85e9b0b,T1,F9,34,6C,82,8F,B9,7D,62,C7,61,21,FB,89,32,82,B2,EA,75,D9,04,16,15,4D,27,D4,B4,A0,CC,3A,77,F9,C6,4F,8F,D8,2.0
Packed.Generic.459-1ab7a402f531ed3ff0804d08c7e788a30a9b7979a686a772a625de97bf912c45,T1,FB,05,AC,82,8F,7C,7D,52,CB,65,20,FB,89,71,82,B2,DB,79,E9,04,16,25,5D,13,D0,B8,90,8C,7A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-1b1639aa5b7df9e22ed2831e3dce05b876f516baa8f22acfc45bad67b5a1ee11,T1,13,84,7A,82,8F,7D,7D,52,CB,65,20,FB,89,31,82,B2,DB,75,D9,04,16,25,5C,17,D0,B8,A0,8D,3A,7B,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-1e8b814a4bd850fc21690a66159a742bfcec212ccab3c3153a2c54c88c83ed9d,T1,B6,74,6B,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-1ef7749816a852b040dab62c5014f16fed7ca6eb8bffc17858a0fb1c735e1e4e,T1,B6,74,6A,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-214bddab1ad8db29d7c9decb88020df62597aa4f216c515b79e51a131f1fe472,T1,55,55,90,7B,2F,35,CF,DB,C5,C4,2B,25,29,A2,C1,D2,82,31,93,7A,4C,74,EA,01,62,C7,4A,0D,EE,67,D6,E6,3B,49,D1,2.0
Packed.Generic.459-2f51f383024959bfa2fb84c2ceb25165e8cbea46c80dfb5502372a023787b1e6,T1,FA,B4,49,42,8F,7C,3D,2A,C7,6A,22,F7,85,B1,42,B9,D6,34,D4,04,16,A4,4C,13,DA,B8,B0,AE,B5,77,E5,81,CE,8F,DC,2.0
Packed.Generic.459-3815101cbf0bedf2cec3586347591f304a9e1b2ffe705d6432196d602efe4a4b,T1,5B,94,6D,82,8F,B9,7D,52,CB,65,20,FB,85,72,82,B2,EB,75,E9,04,16,25,4D,17,D0,78,90,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.459-3bba14fa351b56736f18336c6c53b73d0c522821d53244b9443a82e1c7f5e0c8,T1,26,B4,7A,82,8F,79,7D,16,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-3faca97a1e578ff05a6e572f735fd7f3d395d451a590b4902555a6b366b78457,T1,0F,74,79,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.459-40eae7ab95d657fb8f92e93893c0b1198fba354d24bbae6e14f9f3d2b67a581b,T1,5C,25,69,82,8F,79,7D,16,CB,A4,20,FB,89,36,43,B6,DA,79,D9,04,26,14,8D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.459-4848e5b93db4f8f84c6a42964c9e9f34de6301cde178efa50000dbd0add961f8,T1,C6,A4,79,82,8F,7D,7D,52,CB,A5,20,FB,89,32,82,B2,DA,75,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-48d19a47fcd1606c2128e43c511b85107074d1575427277ac5da6c4fb92a910a,T1,58,64,69,82,8F,79,7D,52,CB,65,20,FB,89,32,42,B2,DB,79,D9,04,26,15,8D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-4af525d622d718e7e826421a5f0497fce2d7161a1d7a74e1855f08bf54235e48,T1,CF,F3,17,81,82,5C,01,3F,04,BF,23,C5,91,F1,46,DA,6A,A4,D9,44,17,F6,48,22,DF,EC,B4,B6,FA,3B,E5,86,DA,8D,DC,2.0
Packed.Generic.459-4c239e4738a92d5619bc54f5c71e1e7d91b52533fb3084d2b59625411f571b8b,T1,2C,F3,8D,E6,DF,1C,F3,96,88,93,32,9E,A8,E1,E5,41,83,74,75,89,20,79,D1,1B,10,EE,C0,68,8E,7B,1F,C1,6D,76,FA,2.0
Packed.Generic.459-4e23ab64fa716f8c029624f913a5528634baba7b503f97039035b373f979150b,T1,C8,34,7C,82,8F,7C,7D,52,CB,65,30,FB,85,72,42,B2,D6,B5,E9,44,16,25,4D,23,D0,B8,90,DC,7A,7B,EA,C2,4E,8F,D8,2.0
Packed.Generic.459-505bba216a397c03f8f7b199aa7b8ee855d573acabe4feab68ea754552dc3638,T1,FD,F4,69,82,8F,79,7D,56,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.459-5e36491adc58d36413844bf77dec3cf05f5c54db4f0f3222094cede52dd20250,T1,67,94,7A,82,8F,7D,7D,66,CB,65,20,FB,89,32,82,B2,DA,75,D9,04,26,15,4C,17,D0,B4,A0,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-5f414bb02294f0206d7faed97ebbdaa73598c5e93089f92f08439c441373080b,T1,C1,64,59,82,8F,79,7D,52,CB,65,20,FB,89,32,42,B2,DB,79,D9,04,26,15,8D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-63b5427786cff03648827dcfbaabebffe9b95eac300472aa62835c5ee0e79952,T1,BB,15,17,2B,2E,38,CB,9B,C5,D5,2B,64,29,F2,C0,C5,42,31,93,76,4D,B0,E6,01,A7,C7,2A,1D,FE,77,D6,E2,A7,08,D5,2.0
Packed.Generic.459-6415395860da34f7eccb31a2088e6c85370920f3a94bfe58fd158b1a1696de2a,T1,C4,B4,7A,82,8F,79,7D,56,CB,A4,30,FB,89,32,82,B6,DA,75,D9,04,26,14,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-690abd0547a6a385d6889aa9494d4c6572c5bdd0a216ba19d451b27bdb673d03,T1,1C,24,7B,42,86,9C,61,7B,44,7F,23,CA,85,F1,42,EA,9B,54,D8,04,17,B5,48,12,DE,EC,B0,B7,F9,77,FA,82,CA,8D,DC,2.0
Packed.Generic.459-6a940d6390897ae6b48247fb688b3ab7ec24be63fbfe4d21278f8d0234e259ac,T1,F3,B4,39,42,8F,7C,3D,2A,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,04,16,A4,4C,13,DA,B8,B0,AE,B5,77,E5,81,CE,8F,DC,2.0
Packed.Generic.459-6b6a2c973e26b4df5811a8977314d75c8f16be4f339709396719458d47044927,T1,97,84,18,42,8F,7C,7D,2A,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,00,16,A4,4C,13,DA,B8,B0,AE,B5,77,E5,81,CE,8F,DC,2.0
Packed.Generic.459-6bd57c2f8a3f48394a8ad4d86156f170fe3c9216ce5ed181af4b9cd28cf6cd68,T1,DF,94,8D,82,8F,79,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,16,25,4D,17,D0,B8,90,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.459-6f1c56439369077eb7a71589ac4eaf40b786630541e03f440b5d0ec8573b6f14,T1,93,94,6C,82,8F,7D,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,16,25,4C,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-6f9871dd1c8d32f573af024b2e1266a45335b25d9dac7da43e13b95d8674b991,T1,F4,94,8C,82,8F,79,7D,52,CB,A5,20,FB,89,72,82,B2,DB,75,E9,04,16,25,4D,17,D0,B4,90,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.459-6fd527f97246c1dd2f490592e92929cbd220facdaeb51c2ac0746a2d6afa4fdf,T1,DF,E4,8A,82,8F,7D,7D,62,CB,65,21,FB,89,32,82,B2,DA,75,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-77499c6177ab8679acc3e56ffe5e259d6d6b25601393288c66edd0abb99d1c8a,T1,D6,F3,0B,83,C6,AD,65,63,48,61,30,CB,C9,72,43,E3,AB,69,E9,04,17,25,4D,27,54,B8,E4,C8,7E,79,FA,C7,8F,CA,DC,2.0
Packed.Generic.459-7e9042c93369a37c040e5f8e2a82f5c1aa822c2a980ea5b6407ceb95358973ad,T1,13,94,7B,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-830e78e59168bc9dac1620914be9c3496f14cbe88da845657aad553ccd3166b0,T1,30,05,7B,82,8F,79,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,26,15,4C,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-89505c4ce4333973404152b4d282a2db465b55695f3f4a3d99302d41e71a37c9,T1,03,D4,8C,82,8F,7D,7D,56,CB,65,20,FB,89,32,42,B2,DB,79,E9,04,26,14,4C,17,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
