,"('findfirstfileexw ntclose findfirstfileexw',)","('findresourceexw loadresource findresourceexw',)","('findresourcew sizeofresource loadresource',)","('getfilesize ntcreatesection ntmapviewofsection',)","('getsystemmetrics getsystemmetrics getsystemmetrics',)","('getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime',)","('getsystemtimeasfiletime ldrloaddll ldrgetprocedureaddress',)","('getsystemwindowsdirectoryw getsystemwindowsdirectoryw loadstringw',)","('getsystemwindowsdirectoryw loadstringw getsystemwindowsdirectoryw',)","('getsystemwindowsdirectoryw ntcreatefile ntcreatesection',)","('ldrgetdllhandle ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetdllhandle ldrloaddll',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress getsystemwindowsdirectoryw ntcreatefile',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress getsystemwindowsdirectoryw',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntclose',)","('ldrgetprocedureaddress ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress',)","('ldrgetprocedureaddress ntallocatevirtualmemory ntallocatevirtualmemory',)","('ldrgetprocedureaddress regopenkeyexw regopenkeyexw',)","('ldrgetprocedureaddress regopenkeyexw regqueryvalueexw',)","('ldrgetprocedureaddress regqueryvalueexw regclosekey',)","('ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrloaddll ldrgetprocedureaddress ldrloaddll',)","('ldrloaddll ldrgetprocedureaddress ldrunloaddll',)","('ldrloaddll ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrloaddll ldrgetprocedureaddress regopenkeyexw',)","('ldrloaddll ldrloaddll ldrloaddll',)","('loadresource findresourceexw loadresource',)","('loadresource findresourcew sizeofresource',)","('loadstringa ldrgetdllhandle ldrgetprocedureaddress',)","('loadstringa loadstringa ldrgetdllhandle',)","('loadstringa loadstringa loadstringa',)","('loadstringw getsystemwindowsdirectoryw getsystemdirectoryw',)","('loadstringw loadstringw loadstringw',)","('ntallocatevirtualmemory getsystemmetrics getsystemmetrics',)","('ntallocatevirtualmemory ldrgetdllhandle ldrgetprocedureaddress',)","('ntallocatevirtualmemory ldrloaddll ldrgetprocedureaddress',)","('ntallocatevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntprotectvirtualmemory',)","('ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory',)","('ntclose findfirstfileexw ntclose',)","('ntclose ldrgetdllhandle ldrgetprocedureaddress',)","('ntclose ldrloaddll ldrgetprocedureaddress',)","('ntclose ntclose ntclose',)","('ntclose ntclose ntopenkey',)","('ntclose ntopenkey ntclose',)","('ntclose ntopenkey ntopenkey',)","('ntclose ntopenkey ntqueryvaluekey',)","('ntclose ntopenkeyex ntqueryvaluekey',)","('ntclose ntqueryattributesfile ntqueryattributesfile',)","('ntcreatefile ntcreatesection ntmapviewofsection',)","('ntcreatesection ntmapviewofsection ntclose',)","('ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey',)","('ntfreevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntfreevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntmapviewofsection ntclose ntclose',)","('ntopenkey ntclose ntopenkey',)","('ntopenkey ntopenkey ntopenkey',)","('ntopenkey ntopenkey ntqueryvaluekey',)","('ntopenkey ntqueryvaluekey ntclose',)","('ntopenkeyex ldrloaddll ldrgetprocedureaddress',)","('ntopenkeyex ntqueryvaluekey ntclose',)","('ntopenmutant ntopenmutant ntopenmutant',)","('ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory',)","('ntqueryattributesfile ntqueryattributesfile ntqueryattributesfile',)","('ntqueryvaluekey ntclose ldrgetdllhandle',)","('ntqueryvaluekey ntclose ldrloaddll',)","('ntqueryvaluekey ntclose ntclose',)","('ntqueryvaluekey ntclose ntopenkey',)","('ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey',)","('ntreadfile ntreadfile ntreadfile',)","('ntreadfile setfilepointer setfilepointer',)","('regclosekey findfirstfileexw regopenkeyexw',)","('regclosekey ldrgetdllhandle ldrgetprocedureaddress',)","('regclosekey regopenkeyexw regqueryvalueexw',)","('regenumkeyexw regenumkeyexw regenumkeyexw',)","('regopenkeyexw regopenkeyexw regclosekey',)","('regopenkeyexw regopenkeyexw regopenkeyexw',)","('regopenkeyexw regqueryinfokeyw regclosekey',)","('regopenkeyexw regqueryvalueexw regclosekey',)","('regopenkeyexw regqueryvalueexw regqueryvalueexw',)","('regqueryvalueexw regclosekey regopenkeyexw',)","('regqueryvalueexw regqueryvalueexw regclosekey',)","('regqueryvalueexw regqueryvalueexw regqueryvalueexw',)","('searchpathw searchpathw searchpathw',)","('setfilepointer ntreadfile setfilepointer',)","('setfilepointer setfilepointer ntreadfile',)","('sizeofresource loadresource findresourcew',)","('timegettime timegettime timegettime',)","('writeconsolea writeconsolea writeconsolea',)",command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent_count,children_count,LABEL
Ransom.Cerber-3d5b864d6a48bb092ad585d6790eb6a3812ca1baa99657491c86152bd24c146f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,214,0,59,0,0,0,31,3,282,12,21,101,51,0,49,50,6,4,413,2669,6,0,0,0,2,2,1.0
Ransom.Cerber-3eaab84bdc3ece537203e0bb0314977d88f1b83e815ab316f7953f6cf17342df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05618975147784626,0.055111298352333075,0.0,0.0,0.0,0.0,0.029339459200417795,0.0,0.0,0.0,0.0,0.0,0.0,0.19665077875041811,0.0,0.0451483447215833,0.0,0.0,0.0,0.044024858751017595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8929819940720134,0.0,0.0,0.0,0.0,0.0,0.055111298352333075,0.0,0.0,0.05173417384603851,0.0,0.0,0.0,0.05453934242817231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1172734886439097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625163320219439,0.15696093914333045,0.0,0.3203707967371413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,60,0,0,0,20,1,394,15,23,109,49,0,42,76,17,4,314,864,11,0,0,0,2,1,1.0
Ransom.Cerber-3f261fc5098cdd5c8debeb0f492cfcb1d92c2255fcc472633244fc974ba3a93f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058815843924040205,0.05768698805546451,0.0,0.0,0.0,0.0,0.03071067245826625,0.0,0.0,0.0,0.0,0.0,0.0,0.20584147831808283,0.0,0.04725840436614777,0.0,0.0,0.0,0.04608241099088442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867951064684974,0.0,0.0,0.0,0.0,0.0,0.05768698805546451,0.0,0.0,0.0541520297641365,0.0,0.0,0.0,0.057088301115549266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227543995674614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058880617761711385,0.21906225141346122,0.0,0.3353436931669155,0.0,0.0,0.06086472619469931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,63,0,0,0,20,1,397,15,27,118,58,0,46,76,16,4,323,922,12,0,0,0,2,1,1.0
Ransom.Cerber-4006e1271c94c78a378d833ed633edf3a01f75709830bb05934e36cd0b669b26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,9,214,0,35,0,0,0,26,3,267,15,25,102,55,1,48,33,4,4,594,2501,4,0,0,1,2,2,1.0
Ransom.Cerber-404758ab877a81e8d69e80d9942e027f6d9280d0a0afd33a3988e0445661f6c9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,215,0,67,0,0,0,31,3,382,12,18,102,53,0,46,64,15,4,500,2857,7,0,0,0,2,2,1.0
Ransom.Cerber-40721bbffae81cd079ea8084ff8a6ec9ede27cecde616e89fa6f81039ace48a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06510741475607577,0.06385780440737265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06261636643505913,0.0,0.9620775875863246,0.0,0.0523136680271197,0.0,0.0,0.04160596229900256,0.051011877840574864,0.0,0.0,0.06097206398649554,0.09587795097628515,0.05416055445700916,0.0,0.0611483982357961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06385780440737265,0.0,0.0,0.0,0.05216064822157495,0.06345760706457163,0.0,0.0,0.0,0.0,0.0,0.05030343474308872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1028979509547187,0.0,0.0,0.0,0.0,0.09569037822166863,0.0,0.04915246542744505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,50,0,0,0,20,1,397,14,27,107,56,0,46,76,15,4,568,823,12,0,0,1,2,1,1.0
Ransom.Cerber-409f1a87de06fcc8a3b3e76b949d071d8c7dff83904928980a0aff9d8f18da9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04095476127207932,0.0,0.03957364582407409,0.0,0.0,0.0,0.04095476127207932,0.0,0.0,0.04032760843391473,0.0,0.016305762267385032,0.0,0.0,0.0,0.09591618965889799,0.05359202558808806,0.0,0.14611732999953642,0.04152343002370769,0.0,0.06174948634919219,0.06976341033685589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323975556982245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034351355702641646,0.033741783897096304,0.0,0.0,0.0,0.03496312356449227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16175192004257882,0.4225864402795813,0.0,0.030814340750823302,0.03945843074815445,0.03165628240941322,0.04004480947406504,0.8572718346630134,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,214,0,48,0,0,0,26,3,370,14,24,100,53,1,47,54,6,4,411,2756,5,0,0,0,2,2,1.0
Ransom.Cerber-41089498ab9ae008bb536adcf1e5babafe9f6321481db11777ffabeb823644d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04095476127207932,0.0,0.03957364582407409,0.0,0.0,0.0,0.04095476127207932,0.0,0.0,0.04032760843391473,0.0,0.016305762267385032,0.0,0.0,0.0,0.09591618965889799,0.05359202558808806,0.0,0.14611732999953642,0.04152343002370769,0.0,0.06174948634919219,0.06976341033685589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323975556982245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034351355702641646,0.033741783897096304,0.0,0.0,0.0,0.03496312356449227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16175192004257882,0.4225864402795813,0.0,0.030814340750823302,0.03945843074815445,0.03165628240941322,0.04004480947406504,0.8572718346630134,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,215,0,60,0,0,0,25,3,399,15,24,121,61,0,46,74,16,4,571,2891,11,0,0,0,2,2,1.0
Ransom.Cerber-41efc9d0ea330bca86e59788e4d83a5fb56decf97075f5a109b6ce908a1b34d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05874350282973629,0.05761603540793608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055883016772121,0.0,0.04720027845212842,0.0,0.0,0.0,0.04602573150085536,0.0,0.0,0.0,0.02883545960464322,0.0,0.0,0.0,0.0,0.8668835201998067,0.0,0.0,0.0,0.0,0.0,0.05761603540793608,0.0,0.0,0.0,0.047062215538500214,0.057254955278624224,0.0,0.057018084828591206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12260341665192594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05880819699822334,0.21879281375975015,0.0,0.3349312340723399,0.0,0.0,0.06078986505858913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,57,0,0,0,20,1,381,14,28,104,57,0,47,62,15,4,234,846,11,0,0,0,2,1,1.0
Ransom.Cerber-427370ff6da2514bbb05fbad23e54a70d28d8cb054747a9959d27899749343db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,9,215,0,53,0,0,0,26,3,409,16,25,124,64,1,48,78,16,4,820,2893,11,0,0,1,2,2,1.0
Ransom.Cerber-437ab510ca65a557a67852689b3c47b37b5de267ed83dfe830addf240fb6c5b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,215,0,58,0,0,0,30,3,383,12,19,98,48,0,46,56,6,4,422,2786,6,0,0,0,2,2,1.0
Ransom.Cerber-44adf4d697d7a49083f9cf7e3fae850f384c159cd3619af600812853b2de1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04095476127207932,0.0,0.03957364582407409,0.0,0.0,0.0,0.04095476127207932,0.0,0.0,0.04032760843391473,0.0,0.016305762267385032,0.0,0.0,0.0,0.09591618965889799,0.05359202558808806,0.0,0.14611732999953642,0.04152343002370769,0.0,0.06174948634919219,0.06976341033685589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323975556982245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034351355702641646,0.033741783897096304,0.0,0.0,0.0,0.03496312356449227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16175192004257882,0.4225864402795813,0.0,0.030814340750823302,0.03945843074815445,0.03165628240941322,0.04004480947406504,0.8572718346630134,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,215,0,44,0,0,0,25,3,400,15,26,126,65,0,48,74,16,4,839,2909,12,0,0,1,2,2,1.0
Ransom.Cerber-46054b5a9e8f5ed2c1b706250d17ade64d7d3fc5a1a5130dd86279d4d7a3d538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04095476127207932,0.0,0.03957364582407409,0.0,0.0,0.0,0.04095476127207932,0.0,0.0,0.04032760843391473,0.0,0.016305762267385032,0.0,0.0,0.0,0.09591618965889799,0.05359202558808806,0.0,0.14611732999953642,0.04152343002370769,0.0,0.06174948634919219,0.06976341033685589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323975556982245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034351355702641646,0.033741783897096304,0.0,0.0,0.0,0.03496312356449227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16175192004257882,0.4225864402795813,0.0,0.030814340750823302,0.03945843074815445,0.03165628240941322,0.04004480947406504,0.8572718346630134,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,10,215,0,33,0,0,0,25,3,395,14,26,107,58,0,48,58,6,4,742,2790,6,0,0,1,2,2,1.0
Ransom.Cerber-46389953c1d9dfedf9bcb9940edb998b5f807137651b972045ad043dffc1c847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058815843924040205,0.05768698805546451,0.0,0.0,0.0,0.0,0.03071067245826625,0.0,0.0,0.0,0.0,0.0,0.0,0.20584147831808283,0.0,0.04725840436614777,0.0,0.0,0.0,0.04608241099088442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867951064684974,0.0,0.0,0.0,0.0,0.0,0.05768698805546451,0.0,0.0,0.0541520297641365,0.0,0.0,0.0,0.057088301115549266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227543995674614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058880617761711385,0.21906225141346122,0.0,0.3353436931669155,0.0,0.0,0.06086472619469931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,59,0,0,0,20,1,398,15,28,117,58,0,47,72,16,4,300,888,12,0,0,0,2,1,1.0
Ransom.Cerber-46b642e12fd4e4a8485456f7c5bd6cb95b41c39f23d5b8169a5f7afeb2b04495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2,217,0,86,0,0,0,28,1,387,17,21,95,40,2,48,54,6,4,341,909,25,0,0,1,2,6,1.0
Ransom.Cerber-46cdeb7db4aa73971c33cbe53a0fcf5d1ff24db895a8788c8cb1662d42bbee4d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06520311728279707,0.06395167011000508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06270840732632157,0.0,0.9634917622449084,0.0,0.052390564801949605,0.0,0.0,0.04166711963006237,0.05108686109126039,0.0,0.0,0.06106168788885416,0.09601888365192078,0.0,0.0,0.061238281334949254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06395167011000508,0.0,0.0,0.0,0.052237320069918616,0.06355088451013631,0.0,0.0,0.0,0.0,0.0,0.05037737664088499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1030492024509992,0.0,0.0,0.0,0.0,0.09583103518083436,0.0,0.04922471549533074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,214,0,53,0,0,0,20,1,398,14,25,104,53,0,44,76,15,4,602,868,12,0,0,1,2,1,1.0
Ransom.Cerber-47ecb4fddf646fb954b1a7cd4dac8d38b4a898e0dd9ba00d188aaf41e5e8b62d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098519872077507,0.10774359171155881,0.0,0.0,0.0,0.0,0.1147183538634208,0.0,0.0,0.105648984994878,0.08469829092348109,0.0,0.0,0.12815195098464577,0.0891849236727191,0.0,0.0,0.0,0.07019934143230089,0.0,0.0,0.0,0.10287464827421401,0.10784622594944769,0.09138198095664427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774359171155881,0.0,0.0,0.0,0.08800765446841402,0.10706836180807304,0.0,0.0,0.07363390202976206,0.0,0.0,0.0848740852421579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999258830657635,0.08839565149236148,0.0,0.10901674906842444,0.0,0.0915952782792019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680689007795907,0.0,0.0,0.8856628046525095,0.0,0.08072642911482382,0.0,0.08293212107398606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,9,215,0,56,0,0,0,26,3,405,16,25,124,64,1,48,74,16,4,822,2896,12,0,0,1,2,2,1.0
